Gene	1891_uns	1892_uns	1909_granule	1910_granule	1895_purkinje	1896_purkinje	1893_basket	1894_basket	1903_astrocyte	1904_astrocyte	1907_oligo	1908_oligo	1899_opc	1900_opc
Rpl3	279	146	152	326	248	387	187	151	222	255	293	109	170	174
AC127784.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC127784.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC127784.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syngr1	676	500	961	1050	413	865	794	716	1027	1166	443	170	366	709
Rn60_7_1214.2	5	1	12	0	0	2	6	2	9	0	3	0	0	0
Tab1	395	313	456	422	368	563	370	428	1012	1315	993	475	755	753
AC127784.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mgat3	1140	1192	1953	1891	593	701	565	565	1147	1289	971	376	492	666
AABR07058511.1	223	266	174	174	86	45	62	50	146	118	48	22	10	26
Mief1	149	106	134	176	233	473	150	121	237	267	310	125	94	259
Rn60_7_1215.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atf4	159	99	203	176	139	234	116	126	176	270	209	89	76	59
Rps19bp1	51	21	58	46	23	32	39	31	42	66	49	24	3	16
Cacna1i	1211	1049	1647	2155	9	9	35	39	669	638	66	14	64	44
Enthd1	7	4	19	19	5	8	9	3	14	30	10	6	117	16
AABR07058514.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rn60_7_1218.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rn60_7_1218.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Grap2	0	2	2	1	0	0	2	0	63	17	3	5	5	1
AABR07058517.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam83f	11	5	13	6	6	14	7	3	50	25	22	7	8	7
Tnrc6b	6342	5257	3896	5548	6247	6967	5077	4613	8593	6633	8452	3637	4730	5428
Rpl26-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adsl	189	111	106	173	316	450	195	175	444	416	480	222	512	444
LOC100362980	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sgsm3	221	148	238	363	670	1014	365	358	627	511	266	120	148	174
Mkl1	1537	1207	1068	1565	2212	2179	1128	1059	3075	2391	2119	889	984	1492
AABR07058524.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100364435	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Mchr1	1	1	0	0	0	0	1	0	5	7	0	0	0	0
AABR07058532.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a17	543	386	331	486	958	726	478	414	1379	998	1344	557	490	804
St13	354	279	719	1045	940	1200	564	614	1028	794	973	445	808	950
Xpnpep3	421	277	378	538	368	379	298	338	526	474	474	179	419	206
Dnajb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058534.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Rbx1	264	158	290	210	127	193	192	185	345	232	531	181	59	177
AABR07058539.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ep300	1142	896	1497	1748	1582	2531	1156	1098	2047	1540	2725	1291	968	1569
AABR07058539.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L3mbtl2	404	231	768	797	978	1030	478	638	1147	1089	879	433	494	617
Chadl	40	13	40	21	3	3	3	4	129	157	22	22	443	106
Rangap1	247	167	279	267	205	457	142	169	247	249	233	76	99	223
Zc3h7b	1021	773	869	1208	403	697	375	391	973	1222	1060	407	1233	1181
Tef	452	292	669	736	473	375	354	312	1213	1065	1076	380	798	843
Tob2	447	220	171	172	81	205	102	124	282	212	578	183	109	188
AC096601.1	2	0	0	0	1	2	1	1	1	2	0	0	0	0
Phf5a	98	53	29	60	43	64	45	36	63	50	84	36	10	327
Aco2	938	679	775	942	1523	2061	1031	955	1858	2057	1118	554	1141	1133
Polr3h	42	31	56	48	33	88	31	57	91	80	92	41	413	87
AC096601.2	0	0	0	0	0	1	0	0	1	1	0	0	0	0
Csdc2	357	242	429	674	1851	3422	596	634	1096	1724	189	60	370	455
Pmm1	126	114	79	70	328	340	225	199	300	316	223	77	224	237
RGD1306782	0	1	0	0	1	1	0	0	0	0	0	7	0	0
Desi1	522	471	455	380	2307	2331	1553	1642	1444	1696	1605	724	449	1014
Xrcc6	198	136	102	184	377	460	161	186	273	225	209	68	42	259
LOC100359574	26	18	36	39	25	64	33	37	79	55	68	25	52	39
LOC100362109	1	3	3	3	2	4	2	2	12	28	7	1	2	5
Mei1	4	4	14	20	6	15	1	5	26	13	39	6	15	35
Ccdc134	36	28	17	15	18	53	14	14	51	55	44	14	58	25
Srebf2	1832	985	1164	1179	669	1151	298	320	1892	1626	4396	1773	806	1016
Mir33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shisa8	187	100	433	355	13	0	28	20	62	49	107	11	25	29
Tnfrsf13c	1	1	0	0	0	0	0	0	0	0	7	0	0	0
Cenpm	25	11	63	104	23	23	10	7	19	23	8	8	113	6
LOC688613	18	16	19	10	311	569	276	282	786	487	38	15	472	795
AC107527.2	25	48	8	4	103	163	248	204	249	103	15	14	6	24
Sept3	1266	1080	961	1324	869	886	1087	1016	947	962	159	62	324	856
Wbp2nl	2	4	5	13	5	6	5	2	1	4	19	4	6	2
Naga	131	103	120	191	182	410	156	124	327	411	332	130	434	438
Fam109b	4	3	0	6	5	9	0	0	10	5	1	0	0	1
Smdt1	23	9	1	5	0	5	12	4	13	8	6	3	0	6
Ndufa6	79	52	36	27	6	83	74	81	102	81	77	27	31	16
Cyp2d4	22	5	8	3	16	36	5	10	432	476	15	5	4	47
Cyp2d5	4	8	2	2	3	0	7	4	251	131	7	5	1	0
Cyp2d1	16	7	0	0	2	1	4	3	274	140	46	30	1	0
AC107527.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp2d2	1	1	1	0	4	9	0	0	10	5	1	2	6	6
Tcf20	1318	991	1381	1825	1840	2544	1559	1519	2423	1900	2499	1211	2280	2587
AC120750.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfam1	44	15	5	10	45	16	13	11	17	29	1283	629	12	8
AABR07058542.1	0	0	0	0	0	0	0	0	0	5	0	0	0	12
Serhl2	37	33	47	80	57	133	146	139	209	277	48	17	40	29
Rrp7a	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Poldip3	537	332	407	654	420	605	406	414	631	582	772	278	503	599
AC135486.1	1	0	0	0	0	0	0	0	0	1	3	0	0	0
Cyb5r3	98	58	73	27	25	144	46	63	107	86	63	43	73	102
A4galt	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Arfgap3	133	102	118	125	214	294	211	207	332	366	442	156	79	162
Pacsin2	405	369	248	394	3000	3524	1177	1419	2472	2139	2078	912	1126	1171
Ttll1	114	113	128	142	178	193	105	106	269	325	96	37	212	109
Bik	1	2	1	2	3	0	3	11	12	14	5	5	2	3
Mcat	29	30	30	26	4	45	31	41	45	26	22	10	22	16
Tspo	2	4	0	1	1	1	2	2	5	5	33	0	3	1
Ttll12	120	100	92	139	34	73	28	42	96	155	74	63	245	94
Scube1	116	29	19	31	63	102	908	128	1245	302	89	28	23	78
AABR07058554.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Mpped1	15	28	21	24	7	20	12	13	71	94	19	31	214	505
Efcab6	20	23	112	146	54	101	35	19	58	100	34	22	69	43
Sult4a1	204	221	131	236	247	393	252	221	262	268	35	26	331	514
Pnpla5	1	1	2	0	8	5	1	1	2	6	0	1	1	0
Pnpla3	78	34	34	63	54	58	86	125	110	78	35	41	61	8
Samm50	153	106	277	227	243	254	247	217	391	406	266	112	415	198
Parvb	64	57	38	35	10	29	381	366	530	489	965	435	150	263
Parvg	8	5	8	7	4	4	7	0	12	24	90	21	14	19
RGD1566029	253	213	434	198	9	16	667	794	3932	6486	2410	3831	48021	22376
Ldoc1l	14	11	9	19	1	27	10	14	13	21	8	2	5	0
AABR07058578.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058578.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prr5	87	72	3	5	1	3	119	146	3441	4773	112	37	727	496
AABR07058578.3	0	0	0	0	0	0	1	0	5	6	0	0	0	1
Phf21b	740	675	1257	1622	113	179	296	231	4645	4819	549	231	929	1282
Arhgap8	10	6	31	22	15	23	11	19	119	184	29	13	56	30
RGD1304694	358	245	310	417	68	155	329	379	664	723	4880	2293	1508	1945
Mir1249	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Upk3a	0	0	0	1	0	0	0	0	0	7	0	0	1	0
Fam118a	67	39	26	36	49	50	67	56	75	69	81	18	124	56
Smc1b	2	3	13	12	5	7	2	3	7	16	7	4	7	6
Ribc2	0	1	0	4	1	4	0	2	3	4	0	0	1	2
AABR07058587.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058587.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbln1	19	16	20	22	20	12	80	73	337	374	27	4	907	261
Atxn10	1719	1425	767	1514	1462	2055	1303	1284	2531	2229	2226	892	1421	2690
AC112534.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC112534.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7530416G11Rik	0	0	0	0	0	0	0	0	1	3	0	0	2	1
AC112534.1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Wnt7b	15	6	9	7	4	11	17	24	492	671	61	26	701	923
Mirlet7c-2	0	0	0	6	0	0	3	1	0	2	2	0	0	0
Mirlet7b	6	8	17	7	0	0	9	4	12	13	5	0	17	5
Ppara	19	36	32	39	86	35	33	64	508	1382	226	134	400	1046
Cdpf1	16	5	4	1	8	17	12	12	11	17	6	12	9	3
Pkdrej	0	0	0	0	0	0	0	1	7	0	0	3	1	0
AC141997.1	5	14	4	8	1	1	0	6	15	4	5	1	324	21
Ttc38	23	22	18	33	123	92	35	41	152	91	111	22	22	56
Gtse1	4	2	6	12	6	2	4	2	50	87	14	5	118	37
Trmu	27	22	46	75	37	49	55	51	118	135	80	63	56	94
Celsr1	66	39	91	61	24	49	32	29	165	179	139	53	67	24
Gramd4	925	734	679	1025	1180	1535	583	563	1134	1055	575	299	229	344
Cerk	1022	761	1160	1369	2688	3185	288	257	599	773	806	343	564	1180
AC135400.1	23	9	2	3	14	17	12	2	5	0	6	0	1	0
Tbc1d22a	632	464	668	822	617	1104	479	460	1048	1301	2649	1185	815	1170
AABR07058598.1	12	18	0	0	6	12	21	7	9	1	54	10	0	10
AABR07058608.1	2	0	3	1	0	0	0	0	0	1	0	0	0	0
RGD1560617	0	1	1	0	0	1	0	0	0	0	1	3	1	1
AABR07058618.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam19a5	6142	5453	5866	7642	965	1625	255	184	1650	1728	2286	968	3868	6430
AABR07058633.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058639.1	3	3	80	62	25	39	10	10	23	71	30	30	152	52
AABR07058646.1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AABR07058647.1	0	0	3	4	9	5	1	0	2	2	2	0	4	2
Zdhhc25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brd1	977	716	892	1270	964	1104	872	837	1596	1817	1922	809	603	1734
Zbed4	436	468	276	425	622	754	332	356	518	403	392	206	386	669
Alg12	113	73	118	117	111	205	135	135	178	194	136	97	58	102
Creld2	73	23	59	95	134	168	53	54	107	125	131	41	43	133
AABR07058656.1	3	11	6	7	3	2	7	6	74	54	174	58	304	540
Pim3	42	22	24	16	43	15	19	29	64	141	413	181	223	206
AABR07058658.1	67	66	9	32	25	9	86	103	3177	3148	151	109	99	17
Mlc1	80	41	4	4	1	6	32	45	1392	1348	64	45	20	7
Mov10l1	185	129	59	109	19	33	48	54	97	64	20	1	9	50
Panx2	328	146	39	103	24	41	78	84	156	137	23	16	17	39
Trabd	233	149	561	399	182	239	192	139	337	254	288	68	172	259
Selo	416	253	323	385	223	280	268	229	482	357	424	176	402	249
Tubgcp6	169	141	366	465	195	397	231	243	492	419	292	155	129	191
Hdac10	53	28	97	62	74	124	10	5	76	125	54	36	114	102
Mapk12	143	106	320	390	6	11	17	12	123	218	37	25	88	121
Mapk11	78	47	174	140	155	273	76	45	128	166	15	5	195	263
Plxnb2	1765	699	1276	1244	418	664	251	265	515	366	551	177	631	637
Mir349	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dennd6b	295	194	356	320	613	1362	303	337	412	471	261	144	1110	279
Ppp6r2	1084	836	1049	1043	678	701	704	745	1032	851	604	267	955	855
Sbf1	716	527	1183	995	479	940	650	630	1201	1185	3782	1771	637	744
Adm2	1	0	0	0	0	0	6	4	3	0	0	0	0	0
Miox	0	0	1	1	0	2	0	0	0	1	0	0	0	0
AC125982.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmf2	136	86	66	46	75	130	60	64	214	250	286	112	74	187
Ncaph2	158	135	206	242	102	157	143	168	274	288	339	111	163	238
Tymp	74	47	37	16	27	50	26	25	58	20	53	9	0	22
Odf3b	40	26	56	20	5	9	14	4	14	26	6	8	0	6
Klhdc7b	2	0	0	1	0	0	0	0	0	0	0	0	0	0
Syce3	1	2	0	5	2	0	0	1	4	0	0	1	1	0
Cpt1b	142	91	194	185	13	28	171	133	211	198	59	19	25	141
Chkb	82	63	197	180	168	148	148	124	273	330	193	58	142	125
AC125982.1	0	0	0	0	0	5	0	2	0	0	3	2	0	0
Mapk8ip2	402	223	339	399	163	358	264	322	342	325	65	15	97	194
Arsa	205	127	62	48	36	50	94	99	237	347	375	152	432	175
Rn60_7_1305.1	15	7	1	1	0	1	4	5	6	12	2	2	4	16
Shank3	3952	3701	4029	5229	1261	2104	4381	4379	4260	4698	601	305	669	1830
Acr	59	59	60	26	42	24	64	24	80	26	5	1	2	3
Rabl2a	126	109	36	48	133	97	47	74	112	56	76	35	96	45
Syt10	1	2	12	10	3	20	7	2	14	14	4	3	12	27
AABR07058672.1	11	4	8	4	6	22	2	6	4	5	7	0	0	2
Alg10	82	42	22	101	51	73	20	37	78	28	41	25	0	42
AABR07058678.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058685.1	5	2	10	5	6	12	5	6	9	15	4	5	7	7
Cpne8	56	60	53	41	8274	10203	25	26	193	196	27	16	244	618
Kif21a	2626	2468	6693	7578	5219	5478	3375	3367	7316	7404	6959	4378	2844	4164
Abcd2	1159	852	388	563	162	170	182	177	551	376	97	63	63	88
LOC690142	9	18	21	18	21	35	20	29	33	14	10	9	24	11
Slc2a13	1321	1611	603	877	177	219	560	652	678	558	649	312	806	1112
AC112081.1	0	0	0	2	0	1	0	0	0	0	1	0	0	0
Lrrk2	461	471	398	651	2659	3276	265	230	1322	1016	155	93	513	568
AC108595.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmgb1-ps3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smgc	2	0	20	18	3	9	1	2	5	6	6	2	4	5
AC096792.1	4	2	7	5	23	20	1	4	3	6	6	1	12	10
AC096792.2	0	0	3	0	1	5	0	0	0	0	0	1	2	6
Cntn1	10035	7561	5011	6411	5900	7520	2156	1969	9712	7284	2138	977	12898	18804
AABR07058699.2	156	39	4	14	11	11	8	3	9	1	18	4	8	21
AABR07058699.1	0	0	0	0	21	16	0	0	0	2	13	1	49	36
Pdzrn4	47	65	89	60	1710	1742	35	48	359	370	1170	329	2907	3628
AABR07058704.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058706.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058706.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058711.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gxylt1	536	398	740	1021	447	668	659	720	1110	1149	2033	947	459	1345
Yaf2	661	518	351	575	1095	1458	866	791	1474	1081	1111	438	989	870
AABR07058712.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zcrb1	97	68	106	102	80	112	99	90	115	158	133	62	13	72
Pphln1	829	654	614	909	1662	2018	777	804	1537	1453	1314	651	869	1244
Prickle1	182	132	92	143	297	338	155	137	226	187	525	219	506	445
AABR07058722.1	0	0	7	2	1	1	0	0	1	2	0	2	2	2
AABR07058723.1	0	0	0	0	0	0	0	2	0	2	1	0	0	0
AABR07058724.1	1	3	1	3	5	2	0	1	16	4	3	1	4	5
AABR07058729.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adamts20	166	132	74	75	44	48	89	133	1890	2103	5467	2095	3548	5490
Pus7l	18	16	23	28	47	42	21	21	77	69	192	46	78	95
Irak4	32	18	20	31	6	13	22	16	79	117	235	64	92	106
Twf1	158	117	68	101	157	184	293	236	280	99	395	149	37	191
AABR07058740.1	1	0	0	0	0	1	5	4	1	0	1	1	0	8
AABR07058745.1	0	0	7	9	2	1	0	0	1	0	2	1	9	2
Tmem117	1203	1090	626	798	606	878	3648	2977	2804	1985	3351	1577	2126	4280
AABR07058758.1	6	3	12	7	6	8	4	5	7	5	3	5	12	7
Nell2	9534	8405	3845	5053	7443	8734	372	280	643	487	600	173	1777	2701
AABR07058773.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058773.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dbx2	6	8	6	9	2	4	3	0	48	53	2	5	175	228
Ano6	179	184	65	121	4026	6090	766	912	2635	2626	320	139	878	2027
AABR07058785.1	0	0	3	1	1	2	0	1	0	3	0	0	2	2
AABR07058786.1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
LOC102549406	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058788.3	1	0	1	1	0	1	0	0	2	4	0	0	3	2
AABR07058788.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058788.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058789.1	0	1	0	2	0	0	0	2	3	0	0	0	0	0
Arid2	2539	2164	1219	1943	1770	2145	1934	1792	4313	2822	4546	1819	2080	3375
AABR07058795.1	16	18	0	2	11	19	5	3	4	5	15	2	2	5
LOC688906	729	559	475	776	634	815	517	501	997	726	1413	608	252	761
AABR07058797.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a1	1603	1117	1067	1168	3616	3657	2442	2524	9647	10592	901	543	1526	1359
AABR07058802.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a2	1936	918	1168	936	452	771	580	452	751	490	5302	2210	397	681
AABR07058804.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058805.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058815.1	2	2	5	6	5	6	1	2	23	13	21	20	6	27
AABR07058816.1	7	11	8	8	18	17	16	14	14	8	17	10	5	52
Slc38a4	73	29	46	82	10	7	5	3	9	26	3	1	3	11
AABR07058826.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amigo2	4	6	0	0	0	0	11	19	15	7	2	1	24	4
Pced1b	157	137	97	100	565	601	1559	1546	1750	1682	649	287	875	2040
AABR07058831.1	0	0	2	0	0	1	0	1	0	5	1	0	1	0
AABR07058838.1	0	0	1	2	0	1	0	0	0	0	0	0	2	1
LOC102551901	2	0	10	7	0	1	6	1	1	5	4	3	3	10
Rpap3	604	474	778	1228	1772	1597	913	726	1122	975	691	310	571	950
Endou	1	3	20	18	5	8	12	5	26	16	12	9	48	7
Rapgef3	52	18	11	6	1	4	56	48	864	1018	2447	916	3281	3077
Slc48a1	208	88	67	97	28	130	93	80	233	279	753	354	116	156
Hdac7	282	250	675	635	230	298	413	412	933	936	1207	694	545	838
Vdr	1	6	18	20	19	18	7	4	16	22	12	13	30	20
AC098511.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem106c	76	50	27	10	79	28	29	14	62	67	75	31	10	90
Col2a1	11	3	1	0	401	518	0	5	76	76	117	54	306	509
Senp1	311	271	188	257	208	269	220	291	906	719	542	261	138	566
AC110306.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfkm	453	301	619	761	401	617	449	532	1481	1397	367	144	284	279
Asb8	339	220	257	391	258	326	267	288	767	701	750	373	253	339
Ccdc184	6	3	0	0	2	0	5	1	5	1	0	0	0	1
AC110306.1	2	0	0	0	4	0	0	0	0	0	0	0	0	0
Olr1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1877	0	0	0	0	1	0	0	1	0	0	5	2	0	0
H1fnt	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp641	29	15	9	15	29	22	22	17	94	102	71	31	44	129
Olr1104	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Olr1105	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC680590	0	0	8	8	50	74	2	1	5	12	3	4	10	4
AC103129.1	0	0	1	1	16	29	1	0	1	5	0	0	1	1
Olr1107	0	0	0	0	0	0	0	2	0	0	0	0	0	0
AC103129.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olr1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103129.4	0	0	0	0	0	1	0	0	0	3	1	0	0	0
Lalba	0	0	5	1	2	0	0	0	2	0	1	0	2	0
Olr1111	0	0	0	0	0	0	0	0	4	0	3	0	0	0
Kansl2	0	0	3	6	4	0	0	3	2	5	0	0	0	0
AC103129.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC103129.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC103692976	21	16	14	31	16	14	8	19	21	14	16	10	7	6
LOC103690317	3	1	9	6	5	4	8	3	3	10	10	5	2	2
AC129405.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC129405.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnt1	49	36	81	143	33	70	22	58	49	38	109	48	16	85
RGD1305928	11	6	19	28	6	6	21	43	56	38	21	6	21	49
Adcy6	171	65	247	223	18	9	162	176	433	704	321	131	662	401
Cacnb3	286	184	213	242	3	9	89	91	186	183	72	15	20	41
Ddx23	210	145	561	754	280	400	269	344	466	721	576	293	414	722
Rnd1	45	25	51	66	17	53	36	71	67	88	8	4	10	83
Ccdc65	50	47	68	45	168	210	118	110	255	183	44	14	33	63
Fkbp11	297	210	312	379	358	458	302	297	517	523	269	154	247	280
Wnt10b	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Wnt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC114446.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddn	0	1	0	1	0	0	0	0	2	1	0	0	0	0
Kmt2d	2558	2056	2124	2345	2182	3310	1732	1640	3771	4291	3366	1413	2722	2636
Rhebl1	21	37	28	62	19	15	30	18	47	23	64	9	21	25
Dhh	0	0	0	2	0	1	0	0	1	0	1	1	4	0
Lmbr1l	164	90	209	312	199	323	165	200	312	634	519	185	86	220
AC114446.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tuba1b	576	395	60	48	60	76	99	71	114	95	188	90	96	89
Tuba1a	384	166	41	72	61	12	73	63	212	139	744	466	555	392
Tuba1c	6	3	1	4	0	2	0	1	1	0	7	4	27	4
Prph	0	0	0	0	0	0	0	0	1	7	0	0	20	60
Troap	2	0	6	1	0	1	0	0	4	0	1	5	20	15
AC110690.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1ql4	0	0	0	0	0	0	0	0	0	0	0	0	23	0
Dnajc22	0	2	1	1	1	1	2	5	2	0	6	1	2	1
Kcnh3	1073	695	517	666	238	321	233	215	379	525	233	86	243	522
Spats2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058870.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcrs1	140	92	220	180	82	166	79	66	134	149	159	43	145	88
AABR07058870.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam186b	10	8	15	8	4	5	8	8	25	37	11	9	1	12
Prpf40b	173	107	313	353	485	562	307	278	662	1075	535	308	405	516
Fmnl3	29	20	41	33	3	9	26	37	178	268	868	247	280	483
Tmbim6	555	273	438	527	286	360	305	297	751	812	1365	698	637	577
Nckap5l	42	33	49	33	108	292	88	108	163	268	261	158	216	107
Bcdin3d	55	48	24	72	23	68	40	42	58	42	106	54	25	165
Faim2	1085	597	973	1244	239	295	482	501	449	414	1162	702	668	1247
Aqp2	0	0	0	0	1	1	0	0	1	0	0	0	0	1
Aqp5	0	0	1	1	0	4	0	2	1	0	1	1	1	0
Aqp6	2	0	0	0	24	24	1	4	6	4	0	0	0	0
Racgap1	10	11	63	61	663	654	46	50	46	55	36	17	104	71
Asic1	688	506	254	235	2581	2270	3569	3471	2309	2764	245	132	2803	3619
Smarcd1	211	169	251	223	316	611	305	319	566	756	827	335	436	380
Gpd1	156	75	37	65	14	28	25	34	268	313	2083	681	456	651
Cox14	7	4	1	0	0	15	2	1	4	3	1	1	0	1
Cers5	391	339	389	585	743	901	278	307	561	559	834	373	656	840
Lima1	259	178	276	319	204	428	381	311	1238	1113	1244	519	3031	3543
AABR07058884.2	21	14	21	16	16	21	29	21	53	33	64	18	62	18
AABR07058884.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058884.3	148	131	92	158	236	248	199	212	328	185	340	121	73	163
AABR07058886.1	141	134	60	82	184	230	132	154	211	126	160	107	36	206
Dip2b	3232	2936	3481	4456	3148	4444	3056	2923	5488	4041	14818	7163	2880	4150
Atf1	545	506	669	932	782	985	582	498	1105	903	3419	1491	611	636
Tmprss12	16	16	9	3	30	14	2	2	8	21	48	32	42	4
AABR07058895.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl7a	187	92	90	106	15	46	20	39	613	510	4626	2416	368	249
Higd1c	2	2	8	10	13	36	14	11	10	25	63	15	18	13
Slc11a2	517	392	299	436	529	630	501	425	722	529	995	423	326	437
AABR07058899.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Letmd1	204	137	168	225	150	367	147	186	346	426	379	123	70	346
Csrnp2	35	30	112	146	232	476	140	163	191	253	62	41	187	80
Tfcp2	592	584	911	1108	709	1073	660	592	1073	878	805	283	459	739
Pou6f1	245	164	187	176	113	151	200	150	375	384	88	27	143	449
Dazap2	114	70	111	84	65	256	98	111	196	143	362	171	52	56
Smagp	12	12	12	23	90	98	6	13	17	32	30	12	6	32
Bin2	33	20	16	13	21	47	9	12	8	20	678	257	18	8
AABR07058907.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AABR07058907.2	0	0	2	0	1	1	0	0	2	0	2	1	0	1
Cela1	2	1	5	4	7	7	1	2	2	22	8	10	11	4
Galnt6	79	28	13	21	12	7	5	15	132	45	2786	1219	92	106
Slc4a8	525	468	663	801	2156	2041	2104	2146	2867	2838	664	296	1100	1725
Scn8a	5894	4962	4484	5591	7162	9190	5599	5397	6523	5870	866	296	3174	4892
AABR07058914.1	0	1	0	0	0	0	4	3	2	12	2	0	0	0
Ankrd33	1	0	1	0	0	2	1	0	0	0	2	0	0	0
Acvrl1	6	1	2	3	0	7	6	5	24	19	6	1	3	5
Acvr1b	889	631	764	1371	913	880	999	960	1127	1038	315	119	589	603
Rn50_7_1407.5	87	51	11	27	18	25	43	53	53	28	9	7	6	34
Grasp	7	5	2	2	0	0	44	28	59	99	2	1	37	27
Rn50_7_1407.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rn50_7_1407.2	2	0	0	5	0	0	1	1	6	1	0	0	0	3
Rn50_7_1407.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nr4a1	130	53	92	97	59	90	18	28	171	278	99	4	262	274
Atg101	60	31	51	46	65	84	55	75	162	158	76	78	107	125
