Gene	1464_lt_granule	1465_lt_basket	1463_lt_glia	1468_zh_granule	1469_zh_basket	1467_zh_glia	1410_sg_granule	1426_sg_basket	1394_sg_glia	1411_or_granule	1427_or_basket	1395_or_glia
CPXM1	0	0	0	0	1	1	0	0	0	0	0	2
TMEM239	0	0	0	0	0	0	0	0	1	0	0	2
GNRH2	8	2	4	21	7	2	28	20	0	52	20	30
AVP	0	2	0	0	6	0	0	11	0	0	6	0
MRPS26	27	35	14	14	20	19	64	30	14	38	57	158
OXT	0	0	0	0	0	0	0	0	0	0	0	0
ITPA	44	98	149	57	117	130	149	193	334	156	243	1040
SLC4A11	0	42	28	0	78	18	2	139	30	2	172	259
FASTKD5	0	0	0	0	0	0	0	0	0	0	0	0
LZTS3	1290	1270	477	1309	1054	559	3283	2900	665	2820	2284	4299
DDRGK1	200	227	176	152	181	166	358	363	213	414	313	1950
GFRA4	1	0	0	0	0	0	0	0	0	0	0	1
HSPA12B	2	27	11	8	42	4	18	40	1	16	48	31
CENPB	19	18	11	20	15	7	50	51	6	23	20	46
SPEF1	22	26	0	13	18	11	21	4	3	33	8	14
C20orf27	7	29	18	22	88	15	27	112	14	13	93	79
SIGLEC1	3	2	8	1	2	8	1	2	1	2	3	135
MIR103A2	0	0	0	0	0	0	0	0	0	0	0	0
AP5S1	11	37	24	15	18	19	25	25	43	32	40	122
MAVS	421	392	668	453	530	926	1043	967	671	920	962	5166
PANK2	811	1161	735	873	992	739	1538	2098	577	1141	1918	3864
LOC101929125	18	6	5	18	0	3	20	1	1	21	1	13
MIR103B2	0	0	0	0	0	0	0	0	0	0	0	0
SMOX	62	132	432	93	153	550	157	261	539	155	223	2420
ADRA1D	20	22	78	18	50	44	35	96	94	31	86	417
PRNP	1417	1300	650	3656	892	961	2543	1690	504	2278	1517	3726
PRND	0	1	0	22	0	1	0	0	0	3	0	2
PRNT	0	2	1	1	1	0	2	2	0	2	0	3
RASSF2	44	29	1411	137	50	1526	59	16	1009	184	32	8705
CDS2	1944	1957	1361	1830	1462	1580	3310	3627	898	3003	2838	7165
PCNA-AS1	0	0	0	0	0	0	0	0	0	0	0	0
PCNA	53	49	54	70	26	40	104	64	40	104	68	273
PROKR2	6	21	14	4	0	5	14	14	16	4	10	69
LOC643406	1	1	1	4	0	2	5	2	5	10	1	84
LINC00654	13	9	16	26	12	44	28	27	62	21	38	165
LINC00658	1	6	1	2	0	1	10	0	0	9	8	11
LOC101929207	2	0	0	0	1	0	1	2	0	1	2	0
GPCPD1	1709	753	656	1549	555	869	3096	1046	687	1996	1130	2811
TRMT6	90	37	50	86	56	51	218	59	25	144	65	323
CHGB	2944	363	59	4660	339	80	7586	372	81	5460	498	820
MCM8	147	114	105	166	60	93	340	154	72	222	118	524
MCM8-AS1	55	77	36	84	49	28	144	100	16	96	63	125
LRRN4	19	6	7	33	27	12	39	23	22	40	76	104
FERMT1	11	12	693	9	21	949	6	30	1340	14	26	7356
CASC20	1	2	2	2	8	9	2	3	5	1	6	19
BMP2	1	30	17	0	65	21	0	54	8	0	48	126
LOC101929288	0	0	0	0	0	0	0	0	0	0	0	0
MIR8062	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929312	0	0	1	0	0	0	0	0	0	0	0	0
HAO1	0	0	0	1	0	3	3	3	1	1	0	4
RNU105B	0	0	0	0	0	0	0	0	0	0	0	0
LAMP5	18	12	148	16	65	277	48	71	322	42	79	1384
LAMP5-AS1	1	1	5	1	6	14	10	24	6	5	10	95
ANKEF1	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929371	12	6	4	6	7	6	20	26	3	10	14	48
MKKS	393	360	304	370	454	323	1010	1060	269	542	829	1478
JAG1	6	9	259	3	13	425	11	17	255	5	26	1702
MIR6870	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929395	0	0	0	0	0	4	0	0	0	0	0	30
BTBD3	3164	2595	2850	2657	1877	2142	6670	3825	1828	4090	3682	12443
LINC00687	6	1	2	2	1	5	6	7	1	3	3	10
LOC102606466	0	0	0	0	0	0	0	0	0	0	0	0
LOC100505515	0	0	0	0	0	0	0	0	0	0	0	0
LOC101929486	2	4	3	5	21	6	17	14	4	9	64	123
NDUFAF5	664	673	516	541	647	515	1160	1394	383	721	1149	2702
FLRT3	0	0	0	0	0	0	0	0	0	0	0	0
MACROD2-IT1	0	0	0	0	0	0	0	0	0	0	0	0
MACROD2-AS1	0	0	0	0	0	0	0	0	0	0	0	0
LOC613266	0	0	0	0	0	0	0	0	0	0	0	0
OTOR	0	0	0	0	0	0	0	0	0	1	0	1
SNRPB2	119	56	70	93	52	73	210	122	63	165	79	613
RRBP1	107	256	515	182	360	725	210	530	305	183	389	3038
DSTN	895	444	292	940	401	393	1642	876	246	1094	731	1094
SNORD17	0	0	0	0	0	0	0	0	0	0	0	0
MGME1	102	141	184	98	158	196	171	442	230	119	288	816
OVOL2	2	1	6	2	2	8	6	7	10	5	4	19
CSRP2BP	436	394	345	361	267	264	743	690	290	571	447	1870
PET117	11	10	9	7	4	4	29	19	3	15	7	19
ZNF133	1764	846	1194	1540	928	783	3492	2322	762	1965	1813	4943
MIR3192	0	0	0	0	0	0	0	0	0	0	0	0
DZANK1	194	536	407	197	483	264	303	834	416	268	697	1397
LINC00851	0	0	0	0	0	0	0	0	0	0	0	3
SEC23B	712	675	682	532	398	496	987	760	313	753	755	3080
RBBP9	76	98	68	94	63	55	161	111	56	93	153	385
LINC00493	5	18	9	10	12	11	14	36	0	23	22	105
LOC101929526	0	0	0	0	0	0	0	0	0	0	0	0
LOC100270804	2	12	14	3	2	12	10	1	12	3	3	30
C20orf78	5	13	4	0	25	2	7	2	0	20	11	11
SCP2D1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00652	7	22	2	3	4	1	4	8	0	4	2	15
NAA20	359	250	223	301	169	176	657	380	122	408	331	997
INSM1	330	0	18	293	0	2	430	0	1	330	11	67
KIZ-AS1	0	0	0	0	0	0	0	0	0	0	0	0
NKX2-4	0	1	0	0	0	0	0	0	0	0	0	10
NKX2-2	1	0	156	0	5	218	0	0	124	0	5	1323
LOC101929625	4	11	2083	8	78	3828	4	0	3330	2	68	11253
PAX1	0	1	1	0	0	1	0	0	1	0	1	4
LINC01432	0	0	0	0	2	1	0	1	1	0	1	4
FOXA2	0	0	0	0	0	0	0	0	0	0	0	0
LINC00261	1	0	0	2	0	0	1	1	0	1	0	1
LINC01384	0	1	1	0	0	0	0	1	0	0	2	0
SSTR4	0	0	0	1	0	0	2	0	0	6	0	0
THBD	4	0	0	0	0	0	1	0	0	19	0	0
CD93	0	5	0	0	0	0	0	0	0	0	1	19
LINC00656	0	1	0	0	0	0	0	0	0	0	0	1
CST11	1	0	0	0	0	0	1	0	0	0	0	0
NAPB	2680	2022	1601	2250	1447	1554	4563	3248	1086	3469	2439	7934
GZF1	123	87	82	192	87	204	321	142	105	209	140	356
NXT1	8	2	5	58	3	29	19	6	8	10	2	21
LINC01431	2	1	3	10	2	23	8	47	5	5	2	32
CSTL1	1	0	0	0	0	0	2	0	0	0	0	1
CST13P	0	0	1	0	1	1	0	1	1	0	1	6
CST8	0	0	0	0	0	0	0	0	0	0	0	0
CST9L	0	1	0	0	0	0	0	0	0	0	0	4
CST3	1	29	268	6	11	277	10	12	339	8	26	1544
CST9	2	0	0	0	0	2	2	0	0	1	1	0
CST4	0	0	0	0	0	0	0	0	0	0	0	0
CST2	0	0	0	0	0	0	0	1	0	0	0	0
CST1	0	0	0	0	0	0	0	0	0	0	0	0
CST5	0	0	0	0	0	0	0	0	0	0	0	0
FLJ33581	1	0	2	0	0	1	3	1	1	3	0	1
CST7	104	22	14	100	34	19	237	31	69	250	81	122
APMAP	1071	682	411	1047	443	434	1821	1191	375	1801	895	2530
VSX1	244	7	113	329	2	170	608	2	225	546	16	629
LOC284798	24	0	3	12	0	1	16	0	0	23	3	8
ENTPD6	1681	902	687	1151	606	421	2275	1165	370	1940	1061	3252
LOC101926889	10	13	11	25	15	20	21	1	6	17	40	37
NANP	63	46	31	72	32	42	128	80	63	129	33	128
ZNF337-AS1	445	288	674	408	247	559	753	539	482	613	465	2971
FAM182B	22	18	7	142	115	36	309	163	30	77	132	59
LOC105372582	45	76	49	35	55	32	63	82	27	29	82	220
LOC101926935	376	338	127	253	292	128	459	417	94	760	378	920
LOC100134868	26	39	38	14	25	25	22	25	53	57	43	221
LOC101926955	0	0	1	1	0	0	2	3	0	1	0	2
NCOR1P1	4	2	2	2	0	1	2	2	1	5	2	4
MIR663A	0	0	0	0	0	0	0	0	0	0	0	0
MIR663AHG	3	1	7	4	1	1	11	2	3	7	5	9
FRG1CP	155	102	178	147	116	185	530	284	178	73	131	432
FRG1DP	27	6	23	26	16	12	21	22	14	9	11	22
FRG2EP	0	0	0	2	0	0	0	0	1	0	1	0
LOC105379477	69	60	52	56	58	36	154	120	65	106	104	349
LINC01598	3	6	2	5	3	3	4	7	1	1	1	12
MLLT10P1	15	0	8	15	10	6	23	2	3	1	1	19
FRG1BP	308	98	176	289	135	179	440	146	160	120	118	460
DEFB115	0	0	0	0	0	0	0	0	0	1	0	0
DEFB116	0	0	0	0	0	0	0	0	1	0	0	2
DEFB119	0	2	1	1	0	0	0	5	1	0	1	3
DEFB118	0	0	0	0	0	0	0	0	0	0	0	2
DEFB123	0	1	0	0	1	1	0	2	0	0	0	1
DEFB121	1	2	0	0	1	1	1	0	0	1	1	1
DEFB122	0	1	0	2	0	0	1	1	7	1	0	8
HM13-AS1	20	35	11	24	16	16	41	51	8	54	59	171
HM13	496	680	477	557	816	573	1104	1255	471	983	1159	3041
LINC00028	0	0	0	0	0	0	0	0	0	1	1	1
REM1	1	1	0	1	1	0	1	1	0	2	0	5
DEFB124	0	1	1	1	0	1	4	1	2	2	5	5
ID1	0	0	2	1	0	6	1	0	1	1	0	4
MIR3193	0	0	0	0	0	0	0	0	0	0	0	0
COX4I2	0	3	0	2	1	1	0	2	10	2	0	13
FOXS1	0	0	0	0	0	0	0	0	0	0	1	0
TPX2	27	14	8	39	4	7	79	18	4	53	20	49
ABALON	0	0	0	0	0	0	0	0	0	0	0	0
MYLK2	0	2	2	1	1	2	1	1	2	0	1	1
TTLL9	109	281	535	113	254	600	196	469	541	258	499	3358
PDRG1	54	52	47	45	56	42	101	105	61	97	44	284
CCM2L	690	68	8	698	115	2	1458	65	16	980	250	13
HCK	39	31	51	33	32	17	76	28	13	59	152	215
POFUT1	151	106	177	121	118	133	238	275	158	179	240	989
PLAGL2	221	153	157	223	174	170	557	431	186	428	255	1202
MIR1825	0	0	0	0	0	0	0	0	0	0	0	0
TSPY26P	1	1	2	0	5	3	0	0	1	2	0	10
KIF3B	550	629	303	572	456	296	1027	918	428	847	805	1826
LOC101929698	0	0	0	0	0	0	0	0	0	0	0	0
LOC149950	5	1	23	8	6	9	13	0	24	20	11	66
COMMD7	245	393	136	226	355	161	403	898	147	408	456	1145
MAPRE1	249	251	239	422	173	327	424	360	189	376	296	1051
BPIFB2	0	0	2	0	1	1	0	0	2	0	0	2
SUN5	1	0	2	1	0	1	1	1	2	1	1	3
BPIFB3	0	0	0	0	0	0	1	0	0	2	0	1
BPIFB4	2	2	2	1	0	0	2	8	0	2	0	8
BPIFB6	0	0	0	0	1	1	0	0	0	0	0	2
BPIFA1	0	0	0	9	1	0	3	1	0	0	0	0
BPIFA3	2	1	0	0	2	1	0	9	0	0	0	2
BPIFA4P	4	1	1	3	2	0	3	1	0	2	9	2
BPIFA2	0	2	0	1	0	0	1	3	0	2	1	2
CDK5RAP1	693	761	554	667	495	463	1460	1210	529	1036	1005	3452
ACTL10	0	0	0	0	0	0	0	0	0	0	0	0
NECAB3	5	72	62	3	94	54	3	150	33	10	215	392
C20orf144	0	0	0	0	0	0	0	0	0	0	0	0
ZNF341	144	288	126	114	205	151	225	438	124	227	440	725
PXMP4	67	151	129	40	118	91	116	188	71	95	152	724
ZNF341-AS1	12	27	5	6	13	4	8	9	1	9	27	21
MIR4755	0	0	0	0	0	0	0	0	0	0	0	0
RALY-AS1	1	0	8	0	3	19	1	0	0	1	0	15
EIF2S2	288	221	255	247	249	313	556	504	386	400	512	1529
AHCY	30	50	68	26	48	63	58	85	66	67	100	438
ASIP	25	29	25	19	17	19	44	74	36	63	86	94
MIR644A	0	0	0	0	0	0	0	0	0	0	0	0
MAP1LC3A	396	608	98	675	572	142	1164	895	89	658	1027	830
DYNLRB1	233	229	272	205	200	309	467	361	300	402	301	1870
TP53INP2	78	283	197	114	349	277	162	347	124	113	352	2105
HMGB3P1	0	1	1	3	0	0	0	2	0	4	6	6
ACSS2	412	362	855	536	367	761	864	867	568	713	579	5185
MIR499A	0	0	0	0	0	0	0	0	0	0	0	0
MIR499B	0	0	0	0	0	0	0	0	0	0	0	0
GSS	139	185	134	159	147	131	339	247	161	206	214	989
TRPC4AP	1560	1054	2295	1637	1003	2263	2812	1988	1632	2052	1715	12022
PROCR	13	3	24	12	12	47	20	7	14	20	37	221
EIF6	22	22	27	33	24	25	59	57	5	67	71	278
FAM83C	2	0	1	3	6	1	7	5	0	1	0	2
FAM83C-AS1	0	0	1	2	1	0	1	0	0	4	17	1
MMP24-AS1	9	3	2	17	15	6	27	14	11	36	31	25
GDF5	10	7	7	5	3	4	10	9	3	9	28	97
MIR1289-1	0	0	0	0	0	0	0	0	0	0	0	0
CEP250	488	375	263	471	311	245	836	696	222	735	572	1792
ERGIC3	147	146	416	130	193	468	308	205	331	203	291	2133
C20orf173	16	2	6	13	13	2	28	5	14	31	15	6
SPAG4	0	4	2	9	23	4	8	12	9	6	18	21
FER1L4	13	39	5	11	21	8	24	29	4	12	43	59
NFS1	194	303	229	168	170	198	401	364	239	292	534	1452
RBM39	2753	1496	2898	2585	1388	2649	5309	3512	2448	3628	2828	15930
ROMO1	10	0	16	3	4	9	21	2	4	22	18	66
CNBD2	5	21	21	9	5	22	14	30	47	25	36	137
SCAND1	7	10	0	3	3	9	10	3	5	6	12	114
NORAD	855	1267	408	563	548	282	1189	850	188	1176	881	1921
AAR2	105	42	162	158	117	169	271	259	124	191	181	820
MYL9	0	0	0	0	0	0	0	0	0	0	0	0
SLA2	78	59	40	116	50	56	190	152	75	205	79	534
TGIF2-C20orf24	3	0	8	2	5	17	6	10	6	3	3	41
C20orf24	0	0	0	0	0	0	0	0	0	0	0	0
TGIF2	1	0	0	0	0	0	0	0	0	1	0	0
DSN1	77	49	45	50	44	17	92	87	17	122	113	180
TLDC2	18	8	47	24	2	32	31	3	30	49	8	190
SAMHD1	146	47	354	144	34	273	405	131	248	253	77	1110
MROH8	268	217	128	277	251	214	533	479	209	353	302	1063
MANBAL	127	120	207	165	137	194	289	356	221	233	195	1179
GHRH	0	0	0	2	0	0	2	2	6	1	1	1
NNAT	0	0	0	0	0	0	0	0	0	0	0	0
BLCAP	167	690	147	130	326	119	226	477	84	375	635	813
LINC00489	0	0	0	0	0	0	0	3	0	1	0	1
LOC100287792	2	2	1	0	1	0	2	1	2	1	2	6
VSTM2L	5	134	236	3	205	278	6	452	207	5	309	1034
RPRD1B	1325	1061	1638	1552	857	1374	2446	1939	1060	1805	1749	7947
KIAA1755	3	3	4038	2	83	4268	8	47	4077	2	151	29901
LBP	2	3	2	1	7	17	2	4	5	1	4	41
BPI	1	2	7	2	3	2	2	5	4	3	3	32
SNORA71E	0	0	0	0	0	0	0	0	0	0	0	0
MIR548O2	0	0	0	0	0	0	0	0	0	0	0	0
SNHG17	86	109	84	96	130	73	159	184	100	201	213	830
SNORA71C	0	0	0	0	0	0	0	0	0	0	0	0
SNORA71D	0	0	0	0	0	0	0	0	0	0	0	0
SNHG11	15	13	39	15	25	10	32	29	19	35	26	251
SNORA60	0	0	0	0	0	0	0	0	0	0	0	0
SNORA71B	0	0	0	0	0	0	0	0	0	0	0	0
SNORA71A	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP40	1	3	2	0	6	4	9	5	0	3	12	17
ADIG	1	3	1	3	3	1	0	3	1	3	1	9
ACTR5	140	119	237	128	161	236	242	209	154	226	246	1447
SLC32A1	0	143	1	1	89	1	0	293	18	0	385	24
PPP1R16B	1562	741	3153	1684	818	3006	2350	1301	1504	2265	1258	17712
DHX35	505	644	663	540	624	573	904	1283	600	673	1061	3558
LOC339568	6	9	2	12	3	1	21	16	0	27	26	24
LINC01370	0	0	0	0	0	0	0	0	0	0	0	1
MAFB	0	0	3	1	0	23	1	0	0	1	0	23
LOC100128988	1	0	7	1	2	12	5	4	4	1	3	38
PLCG1-AS1	32	11	76	64	41	110	104	51	136	108	91	473
TOP1	1771	863	1297	2454	917	1917	3023	1342	826	1973	1319	5292
MIR6871	0	0	0	0	0	0	0	0	0	0	0	0
LPIN3	0	0	29	0	2	56	3	1	66	1	3	185
EMILIN3	0	0	23	0	0	21	0	0	16	1	0	278
LOC101927159	0	0	0	0	0	0	0	0	0	0	0	0
SRSF6	529	306	917	530	316	620	992	847	694	652	418	4399
SGK2	11	6	318	11	19	312	23	15	230	27	85	2345
GTSF1L	0	0	0	0	0	0	0	0	0	0	0	0
MYBL2	1	2	3	5	4	5	6	10	7	4	8	31
LOC105372626	0	0	0	0	0	0	0	0	0	0	0	0
GDAP1L1	548	856	195	525	883	234	1234	1255	231	1007	1426	1361
OSER1	221	115	183	321	129	284	594	229	167	323	225	951
OSER1-AS1	172	123	247	200	155	298	299	262	295	276	268	1517
HNF4A	3	4	2	8	2	1	6	5	12	9	7	73
MIR3646	0	0	0	0	0	0	0	0	0	0	0	0
FITM2	19	30	15	21	35	30	69	42	13	57	72	150
R3HDML	1	1	1	0	2	1	1	3	0	0	0	4
HNF4A-AS1	0	0	0	0	0	0	0	0	0	0	0	0
TTPAL	242	146	148	323	208	181	468	366	124	413	325	825
SERINC3	762	718	594	745	357	562	1540	1027	622	1366	1155	4786
LINC01430	0	0	0	0	0	0	0	0	0	0	0	7
LINC01620	7	1	15	6	1	2	6	3	3	5	4	56
ADA	16	23	122	10	38	153	34	27	210	31	46	1209
LINC01260	4	21	44	5	12	50	10	63	24	2	24	206
KCNK15	0	2	3	5	10	0	3	10	0	4	2	0
RIMS4	183	270	31	199	374	31	376	475	11	328	412	123
WISP2	0	0	0	0	0	0	0	0	0	0	0	0
KCNK15-AS1	13	37	38	13	30	75	28	60	36	10	46	347
YWHAB	498	598	258	592	446	256	985	666	166	996	649	1694
STK4	886	364	868	968	398	812	1591	859	635	1068	716	4783
STK4-AS1	0	0	1	2	0	1	1	0	3	1	0	0
WFDC12	0	0	0	0	0	0	0	0	0	0	0	0
WFDC5	0	1	0	0	0	0	3	0	0	0	1	0
PI3	0	0	0	0	0	0	0	0	0	1	0	0
KCNS1	2	9	1	0	0	11	2	3	0	2	0	8
SEMG1	0	0	0	0	0	0	0	0	0	0	0	0
MATN4	0	0	2	2	0	2	1	0	3	2	3	3
SDC4	21	0	499	10	11	615	20	2	455	11	7	1334
RBPJL	0	0	0	1	2	2	3	1	1	1	0	9
SEMG2	0	0	0	0	0	0	0	0	0	0	0	0
SLPI	0	0	1	0	0	0	0	0	6	0	0	0
SYS1	0	1	3	2	1	2	0	0	0	4	2	16
PIGT	96	219	365	140	214	319	257	430	314	252	366	3417
TP53TG5	0	0	0	0	0	0	0	0	0	0	0	0
MIR6812	0	0	0	0	0	0	0	0	0	0	0	0
WFDC2	44	57	114	38	31	118	55	42	70	58	98	762
SYS1-DBNDD2	506	432	859	488	492	583	1404	1074	703	607	755	4782
DBNDD2	0	0	0	0	0	0	0	0	0	0	0	0
WFDC8	2	1	0	2	4	0	3	0	1	2	2	41
EPPIN-WFDC6	0	0	0	0	0	0	1	0	0	0	0	0
SPINT3	0	0	0	0	1	1	0	2	0	1	0	2
EPPIN	0	0	0	0	0	0	0	0	0	0	0	0
WFDC6	0	0	1	0	0	2	4	0	0	1	1	2
WFDC10B	5	4	7	3	19	13	32	21	13	29	67	134
WFDC13	0	0	1	0	1	5	2	1	12	1	0	14
WFDC11	12	2	8	4	5	3	9	10	9	6	9	39
WFDC10A	0	0	0	0	0	0	0	0	0	0	0	0
MIR3617	0	0	0	0	0	0	0	0	0	0	0	0
SPINT4	0	2	6	0	0	1	0	0	5	3	1	44
DNTTIP1	134	112	99	119	106	142	323	236	133	215	199	547
UBE2C	2	0	0	1	0	2	5	0	4	8	3	1
WFDC3	4	3	12	0	9	11	9	14	11	6	7	96
ACOT8	105	199	115	128	213	156	269	258	147	291	217	1253
SNX21	31	37	133	53	55	113	78	112	161	54	64	769
TNNC2	0	11	4	3	8	2	7	19	1	2	1	37
CTSA	69	150	169	104	205	256	224	478	215	242	363	1165
ZSWIM1	49	100	77	73	54	89	172	198	85	144	256	397
PLTP	3	25	126	10	11	231	6	22	305	10	66	1190
NEURL2	4	4	9	8	2	11	7	14	13	12	15	57
SPATA25	8	3	8	5	15	5	16	11	8	16	19	73
ZNF335	133	110	121	124	112	127	290	274	114	309	277	854
PCIF1	115	69	128	108	73	106	239	169	94	321	166	844
CD40	127	92	67	79	157	124	149	188	86	194	427	403
SLC12A5	1581	4315	20	1708	3516	17	4005	7795	72	3281	7492	154
NCOA5	986	572	700	951	552	505	2387	1685	796	1382	974	2712
MMP9	7	21	0	1	48	0	2	58	0	11	80	0
SLC35C2	231	226	344	203	204	440	606	512	427	497	324	3264
ZNF334	747	481	687	645	462	808	1503	899	822	1124	1204	4233
ZNF663P	39	28	16	26	14	27	61	20	20	37	33	94
MKRN7P	18	11	12	5	4	23	20	17	14	25	30	35
OCSTAMP	0	1	5	0	3	18	1	0	1	1	0	18
SLC2A10	4	2	133	2	5	193	3	15	272	0	9	777
TP53RK	102	81	97	98	104	127	173	116	90	162	219	601
MIR3616	0	0	0	0	0	0	0	0	0	0	0	0
LOC100131496	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927377	0	0	0	0	0	0	0	0	0	0	0	0
LINC01522	0	0	0	0	0	0	1	0	0	0	1	1
LINC01523	0	0	0	0	0	0	0	0	0	0	0	0
CSE1L	1052	518	631	955	346	486	2477	1322	459	1523	836	2898
CSE1L-AS1	5	12	7	6	6	7	5	24	10	0	4	52
SNORD12B	0	0	0	0	0	0	0	0	0	0	0	0
SNORD12C	0	0	0	0	0	0	0	0	0	0	0	0
SNORD12	0	0	0	0	0	0	0	0	0	0	0	0
DDX27	219	149	179	403	260	334	453	257	210	361	211	1506
ZNFX1	148	171	193	171	179	208	372	242	219	269	253	1074
SLC9A8	624	556	900	443	426	888	1122	949	936	1167	868	5833
SPATA2	97	339	197	84	284	202	191	393	147	215	396	947
LOC105372653	4	0	5	2	7	18	4	4	4	1	10	125
TRERNA1	0	0	0	0	0	0	1	0	0	0	0	0
SNAI1	1	9	0	5	4	5	10	7	1	9	14	82
CEBPB	0	7	13	0	12	18	0	0	2	0	3	87
UBE2V1	0	0	0	0	0	0	0	0	0	0	0	0
TMEM189	0	0	0	0	0	0	0	0	0	0	0	0
TMEM189-UBE2V1	66	108	60	65	68	52	121	150	33	86	109	383
LINC01273	0	1	1	0	5	2	0	2	0	2	7	79
CEBPB-AS1	0	31	21	0	39	28	1	87	16	0	56	139
LINC01272	1	0	0	0	1	0	0	0	0	1	0	0
LINC01270	1	1	9	0	0	13	1	2	4	0	0	7
LINC01271	1	0	0	0	0	2	0	0	0	1	1	6
PTPN1	1088	792	790	1129	855	1007	2092	1792	661	1473	1123	4620
MIR645	0	0	1	5	6	0	1	2	2	4	4	9
MIR1302-5	0	0	0	0	0	0	0	0	0	0	0	0
LOC100506175	0	0	0	0	0	0	0	0	0	0	0	0
PARD6B	191	193	42	204	112	39	439	342	46	316	237	143
DPM1	441	248	338	447	269	370	894	550	256	465	483	1680
ADNP	1919	1300	1814	2115	1284	2167	3512	2354	1834	2717	2143	10077
MOCS3	34	27	8	26	31	36	59	61	3	29	56	104
ADNP-AS1	51	30	10	72	35	36	87	45	9	84	80	85
KCNG1	27	0	18	35	0	9	54	1	19	68	1	137
MIR3194	0	0	0	0	0	0	0	0	0	0	0	0
LINC01429	1	8	5	4	10	4	6	11	57	5	23	41
SALL4	11	10	5	11	2	15	23	4	5	24	6	99
LINC01524	2	2	1	1	5	1	3	8	2	0	4	8
ZNF217	0	0	25	0	1	21	0	0	31	8	0	149
LOC101927770	1	0	4	1	1	4	0	6	3	2	1	22
SUMO1P1	0	0	0	0	0	0	0	0	0	0	0	0
MIR4756	0	0	0	0	0	0	0	0	0	0	0	0
PFDN4	105	94	58	68	78	56	137	143	185	112	114	349
CYP24A1	2	2	2	1	1	2	3	3	3	0	2	5
LINC01440	0	0	0	0	0	0	0	0	0	0	0	0
LINC01441	0	0	0	0	0	0	0	0	0	0	0	0
CBLN4	0	0	0	0	0	0	0	0	0	0	0	1
MC3R	0	0	0	0	0	0	0	0	0	0	0	0
CASS4	38	86	39	56	43	31	97	66	42	75	74	227
CSTF1	74	48	63	80	23	37	178	281	74	160	82	395
AURKA	45	23	29	94	16	56	63	27	29	42	43	145
FAM209B	0	0	4	3	9	1	0	0	2	0	3	2
FAM209A	1	0	0	0	0	0	0	0	0	0	0	0
TFAP2C	0	1	4	0	0	0	0	0	0	0	0	0
BMP7-AS1	0	0	0	0	0	0	0	0	0	0	0	0
BMP7	3	142	1220	4	81	1703	6	27	1756	5	107	6715
SPO11	0	0	0	0	0	4	0	0	0	1	2	2
RBM38	30	4	71	41	3	131	81	4	87	97	14	543
RAE1	244	105	214	237	143	216	459	241	217	408	206	1314
MIR4325	0	0	0	0	0	0	0	0	0	0	0	0
MTRNR2L3	0	0	0	0	0	0	0	0	0	0	0	0
CTCFL	6	1	6	2	0	39	10	1	64	21	5	186
PCK1	0	0	2	0	1	139	0	0	7	0	16	57
ZBP1	1	0	5	2	0	3	0	1	2	0	1	63
NKILA	0	0	0	0	0	0	0	0	0	0	0	1
MIR4532	0	0	0	0	0	0	0	0	0	0	0	0
C20orf85	0	0	2	0	0	0	0	0	0	1	0	0
ANKRD60	0	0	0	0	0	3	0	6	2	1	0	0
PPP4R1L	255	37	714	197	68	634	362	83	584	248	102	3468
VAPB	1267	793	1011	1344	749	919	2092	1239	980	1755	1283	5579
APCDD1L	66	62	152	79	101	160	204	223	229	132	213	1224
NPEPL1	0	0	0	0	0	0	0	0	0	0	0	0
STX16	0	0	0	0	0	0	0	0	0	0	0	0
STX16-NPEPL1	265	33	110	217	79	156	538	60	223	511	98	1308
LOC79160	0	0	6	0	4	1	1	0	4	0	0	2
GNAS-AS1	1	1	64	2	4	50	2	4	52	0	1	281
MIR298	0	0	0	0	0	0	0	0	0	0	0	0
MIR296	0	0	0	0	0	0	0	0	0	0	0	0
LOC105372695	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927932	0	0	0	0	0	0	0	0	0	0	0	0
PRELID3B	0	0	0	0	0	0	0	0	0	0	0	0
TUBB1	29	12	30	30	19	51	76	69	17	50	24	144
SLMO2-ATP5E	1	0	0	0	2	0	2	0	0	0	0	0
CTSZ	23	6	32	34	25	51	92	14	35	91	37	206
ATP5E	0	0	0	0	0	0	0	0	0	0	0	0
EDN3	1	1	1	0	3	1	0	0	3	0	11	1
LOC100506384	0	0	0	0	0	0	0	0	0	0	0	0
FAM217B	159	127	163	169	106	148	371	257	144	300	126	933
CDH26	139	77	304	213	204	382	313	244	334	232	178	2081
PPP1R3D	0	0	0	0	0	0	0	0	0	0	0	0
C20orf197	0	2	17	0	1	3	5	0	6	5	2	19
LOC729296	5	1	0	2	0	12	4	2	1	19	1	30
MIR646	0	0	0	0	0	0	0	0	0	0	0	0
MIR4533	0	0	0	0	0	0	0	0	0	0	0	0
LOC101928048	0	0	0	0	0	0	0	0	1	1	1	63
MIR548AG2	0	0	0	0	0	0	0	0	0	0	0	0
MIR1257	0	0	0	0	0	0	0	0	0	0	0	4
