Gene	1861_granule	1862_granule	1996_granule	1859_basket	1860_basket	1640_basket	1992_astrocyte	1993_astrocyte	1327_purkinje	1329_purkinje	1639_purkinje	1471_purkinje	1472_purkinje
Wdr36	465	387	365	505	561	779	185	125	287	180	465	56	64
Mir6361	0	0	1	1	0	3	0	0	1	0	1	1	0
Tslp	0	0	0	0	0	0	0	0	0	0	0	0	0
Stard4	168	222	228	16	59	51	34	81	6	4	18	0	0
Nrep	9240	7574	5138	783	950	1129	39	66	59	35	352	9	9
Gm10549	6	34	21	2	2	3	12	21	2	1	3	0	0
Epb41l4aos	6	56	20	47	58	24	1	34	16	40	23	4	8
Apc	7273	6881	7356	10100	12414	14001	10969	12623	3199	1795	6826	704	463
Srp19	234	239	139	317	438	222	49	70	77	78	98	15	4
Reep5	1503	1408	941	2855	3078	1806	1076	859	5	8	268	2	3
Pkd2l2	495	592	274	1062	1145	801	370	334	908	545	1373	302	226
Nme5	14	10	33	28	17	12	135	128	24	22	81	5	6
Wnt8a	2	1	1	0	0	0	10	1	2	2	5	1	1
4933408B17Rik	75	69	88	88	139	133	52	41	149	78	135	18	37
Kif20a	22	36	35	41	56	53	86	56	33	3	39	5	4
Gfra3	2	1	0	4	4	2	6	8	15	5	1	1	0
Cdc23	507	707	746	705	791	1087	625	825	350	319	783	79	102
Reep2	563	330	577	515	627	824	36	38	1510	618	2186	390	210
Kdm3b	2065	1773	2605	2236	2372	3038	2306	2616	1568	952	2859	344	275
Fam53c	668	867	527	315	417	510	444	591	377	188	663	64	62
Egr1	49	36	81	96	53	45	2	19	1	0	10	0	0
Etf1	620	365	519	850	921	926	466	331	206	201	536	41	27
Hspa9	745	743	449	1620	1634	1298	315	311	455	332	844	101	119
Lrrtm2	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1949	0	0	0	0	0	0	0	0	0	0	0	0	0
Matr3	5204	4545	3206	4671	5216	5667	1578	1642	3324	3494	3703	460	466
Snora74a	0	0	0	0	0	0	0	0	0	0	0	0	0
Paip2	2626	2655	2308	2600	2879	2875	1619	2138	1542	897	2540	363	309
Mzb1	0	0	0	0	0	0	1	4	0	0	0	0	0
Snhg4	170	122	42	217	224	193	42	97	245	191	278	56	64
Slc23a1	18	71	65	48	63	65	136	52	31	9	45	8	11
Ecscr	5	2	0	2	0	1	0	2	3	2	0	0	1
1700066B19Rik	1	3	0	1	2	3	1	13	0	0	1	0	0
Dnajc18	1268	994	1202	1062	1008	940	946	1241	626	353	853	124	98
Tmem173	2	2	8	0	0	1	2	6	1	0	1	0	0
Spata24	2	0	4	2	1	2	184	205	15	10	23	2	0
Cxxc5	676	546	1497	327	270	534	805	459	185	94	448	40	25
Psd2	176	111	104	3966	3949	5261	3663	4552	15892	8293	21970	3565	2635
4930471G03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Igip	552	434	61	893	687	454	18	48	97	60	265	32	36
Pura	105	133	322	315	243	252	371	309	111	78	194	26	27
Cystm1	1240	889	1470	958	966	934	2509	3430	2447	1214	3810	587	436
Slc4a9	117	81	62	65	49	67	54	31	39	15	124	1	3
Hbegf	11	48	27	196	206	151	69	102	377	264	597	56	91
Slc35a4	80	31	99	80	40	78	122	72	33	12	49	7	7
Apbb3	562	652	335	513	475	560	103	189	259	149	591	74	55
Sra1	124	79	93	137	87	119	88	39	54	31	88	13	8
E230025N22Rik	2	15	1	6	12	12	6	9	10	3	21	2	1
Eif4ebp3	84	179	59	116	94	97	47	48	54	31	131	17	10
Hars	287	293	218	321	310	304	156	115	106	46	238	20	16
Hars2	321	406	219	394	362	387	233	185	178	164	362	38	43
Zmat2	153	313	77	165	233	169	125	168	79	52	113	22	14
Vaultrc5	0	0	0	1	0	0	0	0	0	0	0	0	0
Ik	429	836	514	855	1057	735	414	404	474	329	942	140	124
Dnd1	33	25	9	13	14	7	26	1	4	3	7	1	1
Cd14	1	0	0	1	1	0	0	0	1	0	0	0	0
Tmco6	235	41	128	81	95	110	70	80	33	14	107	8	14
Ndufa2	88	26	28	81	56	45	9	45	28	4	37	10	0
Wdr55	72	37	22	93	68	29	18	22	31	8	26	3	5
Gm6756	0	0	0	3	0	2	0	0	1	1	0	0	0
Pcdhac2	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb3	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb2	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb7	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb6	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb5	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb4	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb11	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb9	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb10	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb12	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb14	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb16	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb15	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb13	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb21	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb22	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb19	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb18	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb20	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a2	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf7	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgb8	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgb7	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga11	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgc4	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgc3	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgc5	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga12	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6979	0	0	0	0	0	0	0	0	0	0	0	0	0
Arap3	2	1	0	9	13	8	2	4	2	4	5	0	1
Rell2	4	10	46	20	16	33	1	51	19	16	72	9	14
Hdac3	799	599	523	807	829	967	472	462	518	616	1090	89	128
Fchsd1	107	200	67	68	57	106	174	50	38	10	50	6	9
Mir6981	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6980	0	0	0	0	0	0	0	0	0	0	0	0	0
1700086O06Rik	87	63	47	121	98	80	123	108	28	18	43	5	9
Pcdh1	311	162	803	192	212	252	917	846	2	6	58	0	2
0610009O20Rik	273	251	442	205	305	275	380	263	77	57	199	24	16
Rnf14	1043	1147	1036	1318	1410	1457	754	568	1061	749	1153	194	160
Gnpda1	146	88	153	193	228	272	274	143	75	31	128	17	6
Ndfip1	2508	2115	2107	2317	2593	2966	1231	988	961	585	1690	225	118
Spry4	80	42	90	36	105	81	405	367	2	4	18	0	2
Fgf1	820	501	1034	229	232	660	2712	3092	78	7	499	13	1
Pabpc2	0	0	0	0	0	0	0	0	0	0	0	0	0
Yipf5	493	301	354	398	479	681	136	184	242	278	521	62	65
2900055J20Rik	1	2	1	37	31	29	0	2	5	16	12	0	3
Grxcr2	2	6	0	2	5	0	3	2	2	1	1	0	1
Plac8l1	2	3	6	22	12	19	3	8	23	12	35	1	0
Gm4013	3	2	6	12	5	5	13	25	4	10	5	0	1
Pou4f3	0	0	0	0	1	0	0	0	0	0	0	0	0
Gpr151	5	0	3	4	4	2	14	0	2	0	6	0	0
Tcerg1	2725	2362	1834	3084	3737	4371	906	1120	2903	2201	3117	475	464
Spink1	0	0	0	0	0	1	0	0	1	0	0	0	0
Scgb3a2	0	0	0	0	0	0	0	0	0	0	0	0	0
Spink5	3	4	1	6	3	0	1	1	4	8	1	1	0
Spink14	0	0	1	0	1	0	0	0	0	0	0	0	0
Spink12	0	0	0	0	0	0	0	0	0	0	0	0	0
Spink6	0	1	0	2	2	0	3	4	3	3	0	0	0
Gm10267	0	0	0	0	0	1	0	1	2	2	0	0	0
Npy6r	0	1	0	0	0	0	0	0	0	1	0	0	0
Spink11	0	0	1	0	0	0	0	0	0	0	0	0	0
Myot	2	0	1	3	3	2	2	0	8	7	1	1	0
Dcp2	812	617	575	1033	1240	1324	507	628	287	227	759	75	66
A930012L18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Ythdc2	2365	1921	1499	2491	2978	3443	422	354	1364	1095	2180	225	222
Trim36	8	6	3	9	8	6	81	61	29	28	48	2	9
Ccdc112	308	242	154	116	154	103	70	73	543	329	531	106	66
Mospd4	0	0	2	5	3	9	5	2	9	14	9	2	3
Fem1c	1524	1109	816	837	976	1301	270	499	2544	2239	2839	485	534
Eif1a	119	127	104	113	143	187	19	13	59	35	178	12	7
Tmed7	216	160	219	420	474	464	213	123	113	98	199	19	40
Ticam2	1	4	2	7	3	1	0	2	6	1	0	0	1
Ap3s1	1784	2194	1414	2061	2505	2557	635	874	1172	708	1771	211	154
Cdo1	92	48	47	57	66	69	57	20	58	18	71	16	5
Atg12	195	218	172	292	256	292	75	83	166	113	237	28	34
Lvrn	10	11	2	17	12	8	8	12	19	15	6	1	2
9130209A04Rik	6	4	2	5	5	1	2	1	18	18	4	2	2
1700044K03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtwd2	438	458	251	564	549	610	320	584	697	477	594	94	41
Hsd17b4	1008	957	901	1049	1311	1440	759	937	1213	673	1686	247	199
Fam170a	0	0	0	0	0	0	0	0	0	0	0	0	0
Hdhd1a	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir28a	0	0	0	0	0	0	0	0	0	0	0	0	0
Ftmt	0	0	0	0	0	0	0	0	0	0	0	0	0
Srfbp1	206	443	296	530	673	731	252	277	233	115	529	67	40
Lox	1	2	1	6	17	8	0	3	11	33	14	0	11
1700034E13Rik	1	4	2	5	2	2	1	6	9	5	3	3	0
Zfp474	0	2	0	0	0	0	8	8	4	2	0	0	0
Gykl1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir467f	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppic	1	0	1	0	6	5	44	23	6	9	1	1	2
Gm19466	97	13	44	33	46	22	10	52	13	12	23	3	1
Redrum	2	1	2	5	6	2	7	8	11	27	4	1	2
9330117O12Rik	4	5	19	27	45	39	278	139	20	19	27	3	1
Phax	268	294	178	249	257	287	116	174	116	108	270	22	43
Aldh7a1	334	402	442	438	451	694	2087	2352	419	293	787	92	100
Tex43	13	13	17	17	20	18	0	28	5	3	5	0	0
Mir1258	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmnb1	816	637	531	887	735	852	118	121	469	259	497	57	42
Gm10536	41	0	12	1	4	14	17	9	9	8	5	0	0
C330018D20Rik	155	52	109	279	393	460	251	247	82	88	220	18	12
Prrc1	448	295	418	1208	1193	1176	879	1262	638	390	721	117	106
1700066O22Rik	38	4	26	7	6	13	1515	2073	6	7	15	0	0
Ctxn3	17	14	9	3	29	6	772	1038	2	7	3	0	1
4930511M06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
2210409D07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Isoc1	12	80	75	95	156	143	100	83	5	2	31	0	0
A730017C20Rik	141	3	12	419	481	287	10	29	12	6	12	1	3
Mir6355	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4841	2	0	0	0	0	1	1	1	1	1	1	0	0
Gm4951	5	5	6	1	4	3	1	2	9	8	1	1	0
F830016B08Rik	2	0	2	0	1	1	0	3	0	0	2	0	0
Iigp1	1	1	0	2	1	0	4	3	4	4	1	0	1
Smim3	8	2	1	2	3	6	5	1	4	6	23	0	1
Synpo	68	36	115	7	4	6	1	1	4	3	11	0	2
Rbm22	395	482	397	482	586	439	443	609	167	142	316	52	48
Myoz3	28	13	14	13	12	17	7	21	23	24	5	1	1
G630071F17Rik	4	0	0	4	2	0	2	5	6	7	4	1	0
Cd74	1	8	10	2	0	4	7	1	1	0	0	0	0
Rps14	97	54	53	55	81	45	54	15	48	27	90	14	13
Mir5107	0	0	0	0	0	0	0	0	0	0	0	0	0
Arsi	2	0	0	0	0	1	1	1	1	0	0	0	0
Cdx1	1	0	2	4	1	4	2	6	1	4	3	3	2
Mir7220	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6982	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a7	3	9	17	853	1001	891	4	2	23	21	200	8	12
Csf1r	14	17	29	10	18	11	16	32	4	5	11	1	1
Hmgxb3	490	477	671	673	878	1017	966	739	306	206	816	74	88
Mir6983	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde6a	81	46	100	20	37	28	3	9	45	23	32	4	1
Csnk1a1	3442	2800	2240	3290	4215	4625	2119	2364	2038	1551	3463	413	368
Arhgef37	732	598	893	2499	2550	3820	1081	2081	1098	1098	1515	188	316
Mir143hg	2	0	0	7	7	7	3	5	1	1	6	0	0
Bvht	11	7	1	12	17	2	14	31	27	15	1	0	0
Mir145a	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir143	0	0	0	0	0	0	0	0	0	0	0	0	0
Grpel2	936	661	858	805	1067	896	414	612	426	174	601	101	50
1500015A07Rik	21	44	23	135	116	91	26	12	80	56	65	14	14
Il17b	0	1	0	0	2	0	30	1	0	1	7	0	0
Pcyox1l	514	483	296	1017	1046	466	521	1348	1155	1279	382	88	144
Adrb2	16	36	8	327	317	306	0	0	1	0	5	0	0
Spink7	0	0	0	0	0	0	0	0	0	0	0	0	0
2700046A07Rik	1	0	0	34	47	26	0	4	1	1	2	0	0
Apcdd1	42	3	45	535	532	650	71	48	7	1	25	0	0
Napg	991	863	668	1433	1730	1493	423	533	567	618	1103	104	103
Txnl1	2303	1480	1052	2361	2645	2399	427	559	2142	1450	2932	389	311
St8sia3	0	0	0	0	0	0	0	0	0	0	0	0	0
Nars	830	907	450	3082	2932	2060	253	263	299	137	872	81	55
Mir122	0	0	0	0	0	0	0	0	0	0	0	0	0
Malt1	0	0	0	0	0	0	0	0	0	0	0	0	0
Oacyl	42	69	10	117	190	140	22	21	266	143	84	23	12
Grp	0	1	1	0	0	0	0	1	2	2	1	0	2
Sec11c	291	205	116	521	505	392	391	520	459	368	595	91	85
Lman1	1039	656	684	790	892	764	323	415	384	271	495	75	86
Rax	0	0	0	0	0	0	0	0	0	0	0	0	0
Cplx4	2	0	0	1	0	0	0	0	14	11	2	1	0
Mir694	0	0	0	0	0	0	0	0	0	0	0	0	0
Pmaip1	0	2	0	7	2	3	0	0	1	8	3	0	0
Gm9926	0	0	0	1	0	0	0	0	1	1	0	0	0
Mc4r	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm19784	3	7	0	8	9	2	1	2	21	8	8	0	0
Chmp1b	0	0	0	0	0	0	0	0	0	0	0	0	0
B430212C06Rik	4	3	4	70	45	47	3	3	23	11	36	2	1
Cidea	14	64	32	172	173	144	4	17	19	16	9	0	0
Impa2	103	71	32	175	165	207	3	2	45	27	143	4	7
Tubb6	221	34	108	96	127	180	21	149	31	18	56	2	3
Slmo1	735	652	494	594	582	726	572	881	497	275	841	104	87
Afg3l2	1237	1009	1177	1729	1594	2044	774	813	1025	1156	1809	167	139
Ptpn2	1354	1901	1571	1613	1927	2330	932	1281	3464	2262	3644	605	561
Psmg2	224	145	135	329	252	249	91	93	127	97	260	35	25
Seh1l	5	2	3	6	13	16	6	2	7	4	7	1	1
Cep192	1168	790	938	1342	1496	1603	924	1265	954	737	1517	191	190
4930549G23Rik	30	18	20	31	26	20	8	26	12	19	20	1	10
Mir7219	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnmt	797	981	690	584	769	600	199	165	273	150	494	46	44
Mc5r	12	4	21	0	3	0	0	2	0	0	0	0	0
Mir6356	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir145b	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc68	6	4	4	8	11	0	7	14	37	19	8	1	3
Dynap	0	0	0	0	0	0	0	0	1	0	0	0	0
Stard6	43	80	19	88	157	97	56	62	30	26	78	1	4
4930503L19Rik	720	500	498	451	491	543	191	358	242	181	424	37	29
Mbd2	1584	1590	1728	1785	2125	2069	1136	1046	922	647	1685	190	158
Mir6357	0	0	0	0	0	0	0	0	0	0	0	0	0
Mex3c	772	337	388	539	500	603	295	448	199	65	270	44	35
Elac1	674	410	606	878	723	1109	246	266	270	172	618	73	43
Mro	9	36	34	22	23	34	2989	4072	56	33	55	5	1
D730045A05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Cxxc1	330	400	340	116	131	185	249	488	149	54	177	35	33
Ska1	0	2	0	2	0	0	0	0	6	10	0	0	1
Mbd1	519	216	341	388	396	524	433	277	273	151	420	28	28
1700120E14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Scarna17	1	1	3	5	5	2	3	0	0	0	2	0	2
Acaa2	58	30	32	196	199	185	43	183	28	19	52	7	1
Lipg	0	1	0	1	1	0	0	0	2	2	0	0	1
BC031181	216	286	145	276	276	199	186	292	203	92	204	42	51
Rpl17	118	59	44	68	123	91	41	47	45	67	99	15	36
2010010A06Rik	36	14	31	22	7	8	1	2	3	13	11	1	0
Smad7	354	137	211	279	266	266	132	118	42	27	149	8	10
Gm10532	0	0	0	0	0	0	0	0	0	0	0	0	0
2900057B20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6358	0	0	0	0	0	0	0	0	0	0	0	0	0
Skor2	4	4	4	5	6	6	1	4	2428	2330	2847	463	367
Hdhd2	331	379	436	608	650	792	342	303	346	143	564	77	56
Katnal2	19	60	99	189	183	276	886	978	87	115	185	22	23
4930465K10Rik	0	0	0	0	0	1	0	0	0	0	0	0	0
8030462N17Rik	3251	3465	3046	3614	4129	4048	869	1114	3138	2039	4844	622	606
Haus1	88	52	62	100	155	144	73	79	62	46	120	22	28
Atp5a1	1357	694	424	2150	1887	1027	471	244	660	453	1234	166	239
Siglec15	2	0	1	0	0	1	1	0	1	5	0	0	0
Rbfa	21	7	37	19	27	47	17	49	17	5	54	3	4
Adnp2	395	198	487	892	1018	1139	488	729	415	229	960	76	79
LOC105246506	4	0	3	2	35	5	0	0	0	0	9	0	0
Pqlc1	451	377	655	579	555	749	116	112	528	485	1147	126	155
Hsbp1l1	156	39	84	206	118	135	11	87	315	210	267	56	42
Ctdp1	468	461	628	479	690	839	615	381	239	127	696	66	53
Gm2176	0	1	0	0	1	0	0	0	0	0	0	0	0
Sall3	0	0	0	0	2	2	0	1	0	5	2	1	0
Mir5127	0	0	0	0	0	0	0	0	0	0	0	0	0
Galr1	28	35	21	1	6	12	2	16	12	12	4	0	2
Zfp236	2444	1883	2053	1740	2018	2469	2070	1998	774	498	1569	131	146
2210420H20Rik	0	0	0	0	0	0	0	0	0	0	1	0	0
Mir5112	0	0	0	0	0	0	0	0	0	0	0	0	0
4930592I03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0
4930445N18Rik	1	0	1	0	0	1	1	0	0	0	0	0	0
4921531P14Rik	13	6	1	10	5	5	9	25	20	15	11	4	1
Zadh2	408	334	243	382	438	374	230	281	53	49	107	9	14
Cndp1	8	6	4	9	12	5	14	33	77	59	6	5	2
Fam69c	12	3	0	432	475	417	7	5	597	531	355	77	81
Cyb5a	321	284	408	372	354	430	642	704	105	64	311	15	27
Fbxo15	33	28	42	80	42	67	9	32	22	12	55	5	0
Timm21	0	0	0	0	0	0	0	0	0	0	0	0	0
Neto1	7	17	5	73	114	108	68	13	32	23	506	2	2
Cbln2	0	1	0	2	0	0	0	0	0	0	7	0	0
Mir6359	0	0	0	0	0	0	0	0	0	0	0	0	0
Socs6	685	462	469	536	476	616	469	508	1179	802	864	122	167
Tmx3	1254	1158	706	1683	2170	2110	317	426	1814	1183	1309	241	185
Sorcs1	1928	1428	2332	4419	5550	5264	900	1410	491	349	3070	55	31
Vps13a	6160	7183	4061	5996	7754	7739	2457	2867	3699	3112	5077	625	631
Zdhhc16	252	116	227	153	138	178	195	131	50	70	211	14	7
Slc22a30	6	4	1	1	8	7	6	2	52	16	14	5	2
Dock8	28	21	17	29	20	22	22	58	75	90	35	3	18
Ehd1	206	225	432	28	18	32	93	25	32	31	101	7	8
Ppp1ca	5	23	45	16	11	37	19	10	10	1	31	1	0
Mark2	3489	3742	4039	2161	2334	3370	4297	3964	826	628	2175	201	232
Pacs1	2668	3360	2698	3651	4215	4467	1913	2422	861	582	1490	144	119
Fam111a	37	11	22	114	170	116	24	3	8	10	36	1	1
Trpm6	47	20	18	38	38	25	121	60	54	52	32	9	3
Pcsk5	112	62	76	2571	3150	3520	379	358	166	117	561	10	10
Tjp2	388	332	341	247	302	289	6412	7368	216	154	335	41	45
Prkg1	1587	601	915	2155	1807	3918	59339	73917	517539	180228	298476	82142	34789
Glis3	46	25	24	151	155	133	451	680	67	69	94	4	3
Minpp1	619	565	588	901	885	1003	207	196	304	142	618	70	43
Plgrkt	302	269	304	472	639	701	328	285	410	110	639	105	40
Noc3l	710	610	306	982	999	929	432	545	716	474	1031	138	112
Cyp2c69	2	1	1	2	3	0	2	4	10	7	1	1	1
Pitx3	1	2	0	1	1	1	1	1	6	4	4	0	0
Erlin1	813	827	533	730	919	911	283	379	498	298	731	73	119
Hpse2	70	56	32	74	89	39	41	96	913	612	557	93	72
Sorcs3	50	55	35	95188	108599	114569	148	243	201	132	645	10	8
Neurl1a	4189	4472	6836	37	31	128	94	52	177	113	419	39	17
Vti1a	7400	6415	6836	5567	6553	8545	7078	7481	2989	1619	5284	618	430
Atrnl1	418	262	316	10949	12974	14069	1207	1183	37670	26786	35233	6086	4818
Fam45a	703	601	697	723	893	961	545	797	880	465	1217	147	183
Lrp5	14	9	27	23	13	19	740	659	51	35	19	4	3
Ighmbp2	107	38	160	199	165	160	186	255	73	91	208	27	36
Suv420h1	3664	3136	3032	2178	2609	2750	2538	3076	894	510	2148	225	190
Ppp6r3	7853	7713	6926	6957	8169	8484	4916	6033	4259	2457	5734	762	603
Sptbn2	1687	1085	1774	1328	1419	2011	357	372	10431	5936	21520	2562	2548
Pcx	1270	1077	1170	1317	1422	1981	10712	8376	1809	1388	2888	404	414
Kdm2a	4676	4128	3334	3734	4083	3597	2545	2585	2531	1517	3811	490	463
Klc2	148	130	328	151	291	272	116	42	202	108	388	64	25
Syt12	1430	1384	1711	146	135	277	300	217	384	395	564	70	106
Scyl1	83	77	281	100	125	158	223	322	64	54	213	18	35
Dpf2	290	297	754	344	322	502	1114	1261	212	182	639	53	98
Snx32	682	663	661	847	839	1157	1105	1099	321	148	852	85	54
Bad	44	81	143	95	151	125	238	155	77	72	151	14	29
Nrxn2	6595	5884	8866	2474	2530	3040	4095	5389	1040	657	1969	213	137
Macrod1	1007	1060	1662	226	267	351	1206	984	30	20	339	5	3
Slc22a28	4	4	3	3	7	6	1	10	8	2	4	0	1
Rtn3	11621	10536	10289	8861	10325	9532	5023	5976	90	52	2971	8	9
Lgals12	0	0	1	1	1	1	31	22	0	1	1	0	0
Taf6l	56	52	58	71	75	104	61	49	25	19	73	7	8
Ganab	873	892	839	845	829	1004	864	1220	403	334	830	77	68
Ahnak	14	14	10	32	16	20	670	566	5	8	20	1	0
Myrf	2	2	16	49	8	13	27	2	29	15	58	3	6
Fads2	40	51	44	15	11	27	2703	2907	2	5	35	0	0
A430093F15Rik	10	33	48	22	17	13	14	24	33	30	1	3	2
Ddb1	591	843	635	840	836	734	519	542	297	188	600	69	54
4930526L06Rik	9	7	2	11	9	11	3	9	19	16	15	1	4
Tmem109	389	470	316	238	223	266	229	77	13	22	51	6	6
Ms4a18	0	0	0	0	0	0	0	0	0	0	8	0	0
1700025F22Rik	4	7	0	9	5	0	1	6	4	9	4	0	0
Stx3	1687	1833	1532	2114	2174	2230	97	147	713	467	1353	140	157
Mir466f-1	47	47	24	67	74	43	18	51	150	92	42	6	9
Patl1	327	366	419	546	729	812	374	226	291	177	603	59	52
Keg1	0	0	1	2	3	1	0	1	3	2	1	0	0
Tle4	1516	1819	1679	5018	6182	7125	5389	4501	1265	933	1983	210	211
Gnaq	9533	9975	8790	10684	12485	15692	10390	13487	13246	8533	19116	2539	2206
Gna14	47	28	17	27	20	20	41	75	36	36	34	3	4
C130060C02Rik	620	152	198	349	411	464	670	894	198	77	249	31	20
Prune2	8181	7406	7538	4333	4838	5259	222	106	69	55	1236	3	8
Ostf1	177	237	134	130	132	181	329	446	31	31	89	2	11
Rorb	197	111	100	98	107	99	8110	10411	84	80	171	15	8
Tmc1	44	22	34	40	59	17	25	110	412	195	143	40	20
Aldh1a7	3	2	0	2	3	1	1	3	8	8	3	0	1
1110059E24Rik	880	727	875	942	1024	1158	805	934	457	340	753	81	98
Trpm3	67271	61023	61176	42116	48110	56195	107836	147797	485	336	3426	36	37
Fam189a2	75	57	62	46	23	23	456	310	16	13	69	3	1
1700028P14Rik	29	42	15	43	41	24	13	52	122	103	57	14	11
Mamdc2	184	136	108	23	33	19	1302	1233	51	43	35	2	4
Apba1	13679	12576	14713	7087	7975	9591	1995	2339	4709	2555	8860	921	674
Pip5k1b	11380	10994	12035	6324	6273	8881	172	222	6040	3956	6636	1142	981
Pgm5	23	13	5	20	27	6	11	33	55	44	30	1	1
Dmrt1	10	6	2	15	20	3	7	18	27	18	10	2	1
Kank1	64	54	78	49	55	79	8542	8461	4012	2454	4754	736	638
Smarca2	7304	6318	7391	5064	5690	6783	9967	11530	3214	2171	4690	609	574
Pum3	501	448	461	901	829	933	404	442	490	288	833	106	80
Rfx3	9557	8739	6926	6437	7519	8416	10965	14070	1176	861	1896	165	190
Slc1a1	691	440	630	1061	1046	1317	104	51	20	18	616	2	3
D930032P07Rik	2	4	4	7	1	2	1	4	11	1	3	1	0
9930021J03Rik	5149	5104	3194	5020	5984	6590	1551	1930	2532	1530	3289	485	366
Ermp1	1068	877	871	894	1071	1082	414	616	313	224	735	66	63
Gldc	100	28	82	11604	13105	16266	4932	4971	58	42	128	4	4
Sgms1	6521	4607	4394	5577	6003	6478	2304	2766	3868	2693	5984	697	748
Pten	6082	4996	3407	5230	6614	6735	2162	1878	2269	1756	3520	340	374
Papss2	396	508	479	695	632	791	126	75	184	52	360	28	11
Rnls	602	493	397	1290	1478	1911	475	447	226	101	309	36	20
Stambpl1	740	320	342	1705	1817	1899	6592	9689	2937	2664	2142	321	272
Lipn	2	1	0	1	3	0	3	5	7	7	1	0	0
Pank1	2021	1537	943	3028	3664	3129	949	1446	2802	2518	1674	310	257
Slc16a12	45	25	27	88	121	113	9	18	89	51	65	10	15
Pcgf5	809	825	793	1040	1318	1695	1560	1610	284	179	645	60	68
Hectd2	1578	1535	1310	1355	1597	1793	678	491	64	40	296	8	16
Htr7	15	9	10	173	230	156	10	29	85	46	151	6	4
Exoc6	2804	2606	2211	2109	2724	2947	724	864	1172	723	2041	218	167
Btaf1	4020	3506	3376	2798	3637	4141	1814	2127	2694	1531	3703	453	320
March5	436	352	374	490	616	508	311	444	222	120	368	37	53
Cpeb3	9765	8220	6666	7872	9424	10356	3952	5222	4734	2527	8491	964	644
Pde6c	23	41	33	34	50	50	13	54	15	9	63	1	0
Slc35g1	60	62	61	68	64	66	11	11	27	37	70	5	16
Myof	13	13	6	17	32	20	12	35	39	28	26	2	5
Plce1	516	179	358	137	111	262	24551	44915	480	414	353	52	32
Lgi1	3512	3149	3191	114	160	165	1057	2445	26	17	372	1	1
Cyp2c68	6	3	2	3	8	5	1	1	8	3	5	1	0
Cyp2c38	11	9	5	14	24	15	4	13	45	35	26	6	1
