Gene	628_nd1_gfp	629_nd1_gfp	630_nd1_gfp	641_pcp2_gfp	642_pcp2_gfp	643_pcp2_gfp	644_pcp2_gfp	796_sept4_gfp	797_sept4_gfp	798_sept4_gfp	799_sept4_gfp	952_glt25d2_gfp	953_glt25d2_gfp	942_glt25d2_gfp	1195_ntsr1_gfp	1196_ntsr1_gfp	1197_ntsr1_gfp	SRR1647854_mo_excit	SRR1647855_mo_excit	SRR1647856_mo_pv	SRR1647857_mo_pv	SRR1647858_mo_vip	SRR1647859_mo_vip
Cndp2	139	44	98	58	100	37	93	141	139	222	17	213	535	425	35	36	67	271	378	430	671	509	342
Dok6	89	53	47	3179	5062	3619	4800	11760	5235	7147	2179	30797	24110	36346	8133	7853	12051	5908	5955	3185	4164	12612	9348
Cd226	1	52	1	58	38	32	69	502	43	24	26	478	460	740	143	124	195	107	159	110	128	274	192
Vmn1r238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6225	173	118	196	64	124	73	108	311	268	287	317	157	275	244	83	80	106	207	279	230	435	475	328
Bambi	1	12	5	0	0	2	0	957	548	305	317	79	9	12	9	6	6	33	26	17	55	89	71
Lyzl1	0	1	0	0	0	0	0	0	0	0	0	1	1	2	2	1	2	0	0	0	0	1	0
Mtpap	1280	1778	1422	536	698	424	822	624	659	917	799	1397	1303	955	465	319	543	924	1180	1274	1820	2554	1893
Map3k8	108	615	277	1	11	8	3	9	18	54	122	84	78	154	32	40	87	162	142	32	70	139	94
4833419F23Rik	9	1	17	3	6	5	14	1	0	0	1	5	16	0	4	3	9	11	15	16	16	8	8
9430020K01Rik	27	139	26	2	2	2	6	13	33	16	128	2173	2433	2385	1290	1133	1740	2655	3289	295	890	1558	932
Kif5b	1584	1890	1833	725	890	635	1094	1265	1055	1605	971	1794	2497	2100	638	543	726	1103	1464	1218	1905	3045	1966
Epc1	6002	8992	6353	1557	2238	1629	2077	7496	4813	4085	5174	4400	4861	4454	1400	1200	2026	4513	5409	5560	7629	11602	7734
Mir1893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4921524L21Rik	0	1	0	1	3	2	4	4	0	3	1	2	6	4	3	0	0	2	0	0	2	2	3
Rab18	960	937	901	1248	1568	1080	1394	570	1171	1479	1186	1780	2585	2262	643	608	920	940	1108	989	1634	2163	1519
Wac	5853	6883	4773	3335	5485	4139	5278	12504	7189	10878	6588	8856	10609	11702	2761	2458	3607	2980	3532	3146	4203	9434	6256
Fzd8	0	0	0	2	2	5	3	60	4	36	2	12	29	12	3	0	2	5	11	8	36	45	19
Gjd4	0	0	1	2	4	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	2	4	0
Cetn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Usp14	1791	2251	1548	958	1160	753	1040	1164	735	1068	650	2303	2475	3066	1025	883	1260	1650	1981	2059	3067	4890	3244
Esco1	2458	2631	1869	1352	2379	1499	1833	2099	1316	1145	1481	3106	2832	3081	1017	862	1384	1658	2143	1914	2898	4480	3271
Snrpd1	124	358	164	63	152	43	91	404	84	155	140	147	269	220	85	69	82	156	160	203	384	631	326
Abhd3	353	410	348	4794	7983	5463	6844	13392	8263	10960	10615	886	1278	1046	209	192	330	368	488	1402	2017	1147	1026
4930563E18Rik	15	0	5	5	3	2	3	0	156	15	0	23	29	45	0	0	1	9	5	9	18	30	4
Mir1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir133a-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1010001N08Rik	0	1	0	1	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gata6	1	4	1	2	2	3	2	2	2	3	3	5	2	2	1	0	1	0	0	1	1	5	1
Mir1901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm6277	5	37	48	0	7	0	10	4601	3276	3311	4213	181	189	146	47	58	55	192	288	314	498	247	314
Riok3	2197	2513	1684	533	764	594	748	1479	537	736	446	1550	1301	1423	399	333	464	1921	3012	2626	3631	4627	4747
Ankrd29	413	469	454	421	739	454	682	17	11	25	47	399	652	1034	160	127	220	375	404	2228	3279	2333	1322
Cabyr	302	409	335	112	98	148	144	74	60	60	93	265	353	253	128	117	227	688	1005	1101	1558	960	451
Mir1948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hrh4	0	0	0	1	0	2	1	4	3	0	1	2	0	1	0	2	2	0	0	1	5	1	1
8430422H06Rik	12	10	8	13	20	16	18	24	19	18	20	21	25	16	4	24	21	1	0	2	4	9	2
Psma8	2	1	5	1	5	6	8	6	3	6	2	9	17	18	2	1	1	3	5	35	42	35	53
4933424G05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqp4	242	173	105	6	37	32	49	17466	14671	12430	18928	127	267	195	5	6	10	72	78	47	107	316	55
Gm15328	65	139	34	80	76	51	106	0	0	0	1	85	103	73	38	37	66	188	184	85	136	298	201
4921533I20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930545E07Rik	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0
Dsc3	4	3	2	2	2	1	5	6	5	3	1	22	33	20	13	11	11	15	30	9	15	8	5
Dsc1	0	2	0	2	1	2	0	1	1	2	0	2	1	2	2	0	0	2	1	1	3	2	2
Dsg1c	1	2	1	3	3	0	1	2	1	0	0	1	4	0	3	2	0	1	0	0	0	2	2
Dsg1b	3	1	0	0	23	3	1	1	0	2	1	5	1	1	4	3	1	5	3	1	0	3	2
Dsg3	0	0	0	1	1	1	3	4	2	1	1	1	0	1	0	0	0	0	1	1	2	2	0
Ttr	467	246	113	7	32	10	46	129	109	60	111	0	14	0	5	3	3	9	15	6	8	19	6
Mep1b	2	1	2	10	4	0	2	2	0	0	1	1	2	11	3	0	5	2	7	3	9	2	3
Rnf138	505	795	508	724	1300	626	848	1909	908	703	1099	3356	2310	3209	789	662	963	730	940	624	1020	1838	1245
4930426D05Rik	0	0	0	0	0	0	0	0	0	0	0	19	23	12	0	2	1	3	9	123	208	26	4
Gm7788	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1
Mir6360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15972	0	0	0	0	3	0	2	0	9	6	1	0	6	1	0	0	0	4	4	12	18	6	2
Zfp397	1110	1495	828	400	461	377	479	885	652	685	674	1028	825	1014	268	219	306	645	851	878	1588	1750	1158
Zfp24	272	235	314	64	141	73	131	487	232	429	492	120	288	253	45	57	82	319	402	454	779	499	423
Zfp35	253	308	227	64	82	66	135	149	220	257	114	169	253	314	72	52	93	270	351	351	618	658	479
Mir187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2700062C07Rik	238	340	253	104	139	68	112	153	169	375	234	199	122	380	57	52	94	311	418	465	834	1152	730
Elp2	1737	1928	1717	565	693	515	812	944	886	583	612	1455	1756	1406	489	411	732	2653	3120	3805	4981	6041	4155
Slc39a6	295	459	327	138	268	116	153	1425	1571	937	1804	328	700	465	110	135	147	199	309	421	803	1561	1002
Mocos	3	10	2	7	23	10	19	135	58	49	31	108	92	63	33	25	32	231	241	72	120	108	58
4930527G23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syt4	3900	6860	6243	1841	3781	1640	2666	2201	758	1078	1303	3842	5120	3739	903	1219	1847	1795	2010	625	1530	2869	1939
Polr2d	54	24	40	8	16	15	17	63	45	39	34	21	35	66	24	15	27	76	89	109	168	232	176
Ammecr1l	883	1662	881	525	648	533	682	1650	1269	1324	1848	856	970	1866	362	237	374	1411	1993	2058	3237	2516	1913
Lims2	3	23	0	5	4	1	3	1	2	0	0	27	51	87	9	6	8	48	39	40	75	23	25
Gpr17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sft2d3	63	238	216	42	80	14	52	150	59	140	184	68	92	47	23	34	38	103	124	115	210	253	153
Iws1	1645	2257	1351	714	953	758	1012	1422	1111	940	1172	2289	1963	2552	709	558	930	1259	1720	1968	2621	2828	2238
Map3k2	3923	4845	3229	1793	2337	1785	1960	3493	1654	2255	1742	5147	4281	5403	1385	1237	1826	2042	2435	2802	3635	6498	4601
Proc	0	2	1	0	2	0	2	1	1	2	0	1	3	1	0	0	1	0	3	1	3	2	1
Bin1	3506	3933	2477	376	767	441	787	497	324	236	336	2116	2037	2765	445	342	523	5779	6106	9825	13938	12047	7781
Gypc	2	1	0	0	0	1	3	21	4	25	0	82	3	3	3	3	6	7	10	0	2	6	10
Wdr36	663	855	589	370	418	286	426	478	343	240	237	790	732	800	238	195	227	665	822	697	1012	1716	1275
Mir6361	0	0	5	0	1	0	0	1	0	0	0	1	4	0	0	0	0	3	3	6	6	14	8
Tslp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stard4	262	202	244	1	11	13	7	0	31	2	112	90	38	280	32	32	52	93	187	69	115	159	156
Nrep	8482	10882	9110	40	119	77	116	469	515	572	620	247	160	207	119	125	234	981	853	970	1714	2210	1533
Gm10549	56	27	29	0	1	14	0	0	4	19	0	1	1	1	2	1	0	2	7	11	7	6	9
Epb41l4aos	25	25	10	10	8	20	6	16	5	81	9	7	26	13	11	16	12	23	14	49	53	140	109
Apc	8664	11422	7316	1791	2736	2093	2827	14483	8915	7529	8199	13227	11028	16343	3314	3076	4729	10715	13159	21785	26719	28114	20856
Srp19	268	304	175	98	107	68	94	207	198	406	196	437	574	437	94	99	133	259	314	339	496	552	459
Reep5	1836	3138	1822	9	59	40	34	3367	3041	2364	4638	1517	2567	1659	819	893	1256	1935	2439	2041	4826	5937	4151
Pkd2l2	337	426	484	363	572	388	561	198	407	1540	349	341	452	502	138	135	173	453	532	598	916	1643	1094
Nme5	7	26	20	16	17	3	21	111	40	189	246	228	316	325	81	48	154	230	278	128	192	374	272
Wnt8a	0	0	0	2	4	0	0	0	0	0	0	8	7	1	5	2	3	6	16	13	12	14	11
4933408B17Rik	135	199	164	69	126	114	149	1	61	19	41	239	178	118	66	70	83	100	108	104	121	397	221
Kif20a	57	27	46	19	25	20	22	7	16	41	13	26	50	137	15	11	26	118	161	203	236	319	230
Gfra3	2	1	2	2	4	1	3	4	2	1	1	2	0	2	0	2	0	2	1	2	2	1	1
Cdc23	991	1408	1020	316	309	195	364	412	368	351	456	647	667	782	271	179	269	1062	1328	1465	1987	3181	2116
Reep2	790	1237	1146	1350	3366	1554	2285	222	119	121	346	814	1140	1011	197	160	260	2456	2747	2040	3378	3906	2196
Kdm3b	3988	5448	3773	1040	1483	1132	1481	1859	1515	1010	1082	1904	1632	2358	535	493	777	2327	2779	3091	4119	6157	4109
Fam53c	1260	1376	704	194	265	169	313	538	282	165	452	534	341	656	234	180	359	976	1274	1266	1629	2715	1587
Egr1	108	103	229	1	7	1	12	8	79	3	15	287	466	418	184	253	520	2034	2241	510	1999	5454	2738
Etf1	779	1062	697	242	402	265	355	524	539	367	649	877	917	785	268	267	397	655	904	850	1223	1646	1106
Hspa9	781	1243	562	281	514	381	439	651	382	217	476	699	773	717	203	167	212	568	769	1082	1755	2271	1474
Lrrtm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir1949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Matr3	5039	7038	4713	4286	6077	3888	6299	7357	5625	8247	6246	7705	8826	9973	2549	1964	2988	4134	5261	4639	6527	13263	9884
Snora74a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paip2	1909	2306	1890	770	1152	733	1195	1280	1412	1373	1697	2496	2740	3079	731	596	1052	2432	3496	3430	5507	8026	4973
Mzb1	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	1	3	8	6	7
Snhg4	45	35	93	139	268	103	227	59	31	93	66	196	220	127	59	44	82	269	270	829	1390	1643	1014
Slc23a1	134	143	115	10	20	6	20	40	60	63	86	45	65	83	23	21	29	67	70	132	225	287	163
Ecscr	0	0	0	1	1	7	1	1	0	0	1	12	3	2	0	0	2	3	0	4	20	21	4
1700066B19Rik	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	3	4
Dnajc18	1515	2718	1665	258	760	420	653	2709	1977	1647	2034	1233	1546	1371	447	467	771	1346	1608	2590	4501	4481	2813
Tmem173	0	10	0	0	0	0	0	1	0	0	0	30	68	14	1	0	1	0	5	7	11	7	9
Spata24	0	0	3	5	12	11	15	80	58	33	54	52	51	21	10	5	8	112	145	134	257	303	222
Cxxc5	2478	2699	1999	104	161	199	182	77	223	206	199	428	537	726	117	99	169	1716	1865	1499	2059	2952	1657
Psd2	229	369	180	9322	12328	9735	12129	3632	1217	1949	1491	357	175	244	37	43	34	676	737	2537	3285	7056	4504
4930471G03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igip	148	289	133	38	73	37	43	375	215	11	246	135	116	159	58	74	112	118	117	156	331	582	419
Pura	317	953	297	103	155	81	172	335	274	141	307	319	327	372	90	82	140	553	706	781	1763	1195	677
Cystm1	1658	1248	1467	1408	2054	1562	2070	1850	1064	1032	1248	969	584	773	209	193	363	1160	1544	1417	1751	1801	1258
Slc4a9	52	81	35	12	47	21	39	71	47	20	65	55	59	112	40	35	59	54	92	137	262	119	135
Hbegf	124	132	63	516	1186	549	779	371	438	413	306	0	8	8	8	9	4	41	46	143	241	330	195
Slc35a4	195	206	175	37	66	37	64	165	144	138	262	36	90	183	19	22	45	199	186	362	604	735	327
Apbb3	654	670	704	110	178	130	187	248	111	71	55	317	705	493	79	76	128	814	803	1178	1470	1921	1324
Sra1	226	282	172	20	38	35	50	78	71	142	147	67	111	94	36	31	49	188	225	413	573	624	396
E230025N22Rik	20	4	7	1	11	4	6	0	0	0	0	0	3	1	0	0	1	4	5	37	51	7	16
Eif4ebp3	105	126	86	19	18	16	24	84	64	70	37	34	70	86	19	14	35	159	164	293	395	673	392
Hars	365	472	179	122	163	95	149	30	180	178	180	406	535	329	118	83	148	465	599	680	1031	1194	892
Hars2	311	648	390	114	182	105	179	404	190	154	41	513	697	628	117	91	165	874	999	1027	1320	1935	1418
Zmat2	124	190	301	63	84	38	70	297	185	469	225	164	244	142	91	68	115	377	342	388	764	1161	778
Vaultrc5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1
Ik	716	809	655	266	414	235	384	161	371	469	506	365	797	584	162	140	234	831	1058	1598	2586	2047	1559
Dnd1	17	7	26	11	7	14	13	0	6	2	0	30	8	21	7	3	8	33	32	29	40	111	50
Cd14	0	0	0	0	7	0	0	0	0	0	0	2	2	3	0	1	0	0	0	0	4	2	2
Tmco6	241	377	224	9	34	20	56	45	109	47	56	67	99	66	29	28	31	305	260	334	589	687	451
Ndufa2	40	32	179	12	30	4	41	33	39	128	21	39	56	43	10	16	27	80	84	134	328	383	235
Wdr55	48	17	50	5	32	14	23	34	53	70	22	52	90	44	22	16	30	57	78	75	162	122	73
Gm6756	14	0	0	0	0	6	5	0	0	0	0	7	2	0	1	0	0	2	12	12	10	15	12
Pcdhac2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhb20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgb8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgc5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhga12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arap3	0	0	0	5	0	6	5	2	3	4	1	80	57	16	5	2	2	41	47	6	12	29	11
Rell2	7	49	15	21	43	18	33	12	0	0	0	28	72	62	4	2	2	188	203	401	647	231	117
Hdac3	903	893	933	208	366	226	415	422	396	481	355	784	1024	783	209	195	364	1353	1618	3065	4091	4741	3017
Fchsd1	153	177	39	56	45	24	85	158	18	6	204	142	226	148	16	18	27	137	212	285	387	252	173
Mir6981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700086O06Rik	193	60	67	8	40	4	28	190	190	55	269	69	109	155	57	53	51	212	258	174	386	227	175
Pcdh1	1016	1630	1427	2	7	21	7	1200	1256	1045	1494	1552	2102	2255	526	410	694	3636	4171	1846	3987	2996	1670
0610009O20Rik	404	1046	444	34	60	39	76	381	204	215	474	108	271	124	32	30	60	528	558	995	1415	1215	763
Rnf14	1113	1214	1065	414	640	525	714	911	695	645	578	2617	2602	2951	544	566	788	1705	2329	2179	3780	4474	3335
Gnpda1	114	154	96	31	46	45	47	133	77	119	105	123	175	269	56	37	59	246	325	445	714	755	402
Ndfip1	2624	3252	2313	657	1287	855	1145	3337	1417	1965	2000	4856	5685	6023	1215	1113	1805	3312	4296	2720	4389	8557	5565
Spry4	232	261	231	12	16	8	12	331	210	162	279	63	174	117	11	20	19	139	179	591	1103	1260	781
Fgf1	978	1737	707	31	67	36	81	976	694	755	921	800	695	947	102	120	200	961	681	6683	5626	6566	6074
Pabpc2	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	3	3	0	0	0	1
Yipf5	650	461	579	158	505	281	378	1119	967	659	1110	725	645	874	212	263	335	553	679	546	852	1439	853
2900055J20Rik	2	6	6	13	8	3	5	6	8	4	10	49	90	46	28	33	33	336	236	214	386	1096	606
Grxcr2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	1	4	5
Plac8l1	4	9	0	2	2	2	3	1	0	1	1	3	9	5	6	3	13	12	26	31	22	32	39
Gm4013	2	5	1	2	8	3	5	2	30	1	16	12	0	4	6	6	8	11	3	2	10	26	11
Pou4f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr151	11	33	14	4	9	1	3	0	3	0	3	10	5	2	3	3	4	20	21	23	41	19	13
Tcerg1	2882	3300	2426	2302	3069	2148	2920	1528	1204	1604	1327	4351	3816	4381	1082	844	1195	2657	3071	3479	4793	6761	4815
Spink1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Scgb3a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Spink5	0	0	0	1	1	3	1	1	1	1	0	2	1	1	0	1	1	1	0	0	1	1	1
Spink14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spink12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Spink6	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1
Gm10267	0	0	1	1	1	0	0	0	7	2	11	1	1	2	0	0	0	0	0	0	0	0	0
Npy6r	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	1	1	0	1	1	1
Spink11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myot	0	2	0	5	0	0	5	1	1	2	0	2	8	4	2	0	0	0	2	0	0	1	4
Dcp2	713	1671	860	377	713	345	487	300	445	751	368	879	774	736	320	226	413	697	970	1080	1929	2130	1495
A930012L18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ythdc2	2133	3053	2175	1610	2574	1614	2310	917	1438	1277	793	4169	4515	4793	1763	1386	2176	1955	2261	1842	2690	5452	3523
Trim36	0	5	1	28	46	11	19	172	54	7	125	73	120	52	13	5	14	48	57	20	26	252	209
Ccdc112	181	234	213	437	864	362	762	154	83	680	802	270	415	539	399	405	698	513	621	97	160	959	776
Mospd4	5	1	15	3	9	6	10	0	0	0	0	0	0	0	0	1	0	1	1	8	13	6	8
Fem1c	1207	1884	1214	2476	4481	2907	3781	710	938	1193	1029	621	493	399	212	177	302	274	317	642	950	1244	871
Eif1a	203	238	214	50	158	61	105	82	40	44	25	386	396	220	84	58	103	364	488	317	551	600	486
Tmed7	340	453	579	350	582	262	435	3109	2132	1968	2885	432	978	540	216	302	379	369	490	363	782	788	476
Ticam2	2	0	3	0	1	0	0	1	3	0	0	15	50	2	0	0	0	1	3	3	5	4	3
Ap3s1	2446	1840	1708	1244	1825	1219	1696	3282	2313	2008	2510	2509	3208	3359	951	896	1245	1692	1958	1689	2453	4316	2725
Cdo1	57	21	48	43	67	35	61	84	86	19	23	121	139	88	47	38	67	195	261	217	319	455	286
Atg12	291	381	404	67	161	75	183	331	103	108	1471	211	353	213	165	112	165	420	483	450	762	1179	800
Lvrn	41	2	2	1	6	5	5	0	0	0	5	22	14	4	2	4	4	2	10	7	5	20	7
9130209A04Rik	0	0	1	0	0	0	1	0	0	1	0	5	1	1	0	0	4	0	0	2	0	1	1
1700044K03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dtwd2	406	311	275	407	857	508	582	322	778	514	1577	1367	872	1598	424	403	745	399	445	461	662	996	811
Hsd17b4	1225	1475	1013	716	1359	766	1183	1501	1190	1349	2306	2494	1682	2890	708	677	1063	1492	1715	2229	3016	3771	2775
Fam170a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Hdhd1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Mir28a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ftmt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
Srfbp1	392	748	482	259	577	335	472	510	280	573	214	434	587	587	166	149	228	513	550	798	1225	1556	1023
Lox	0	1	1	15	25	7	16	0	16	9	0	6	2	0	0	1	0	0	1	1	6	1	2
1700034E13Rik	5	6	1	3	7	10	7	2	0	1	1	4	6	8	1	0	0	0	1	1	1	3	0
Zfp474	0	0	0	1	5	1	1	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	1
Gykl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir467f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppic	20	7	0	0	3	0	2	82	31	33	274	11	21	3	1	0	1	7	4	6	14	15	4
Gm19466	35	73	42	8	5	9	8	2	1	1	45	15	22	6	11	12	18	17	17	48	63	73	53
Redrum	0	0	4	11	7	5	3	2	0	0	0	41	7	10	2	0	1	2	0	1	3	6	1
9330117O12Rik	1	1	0	4	14	8	15	500	362	810	357	1	15	26	2	2	2	4	9	10	32	103	55
Phax	220	301	164	56	118	99	95	254	121	147	161	197	249	543	76	64	89	275	365	340	652	941	614
Aldh7a1	503	475	587	196	336	290	321	991	512	292	821	586	855	568	162	131	198	696	801	1105	1422	2134	1585
Tex43	37	82	40	4	7	5	3	7	9	30	43	13	57	39	15	7	15	16	20	14	26	34	27
Mir1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmnb1	862	775	635	215	613	217	341	77	148	158	70	479	563	447	209	128	235	366	440	570	819	2337	1536
Gm10536	0	0	5	0	3	0	2	1	2	0	23	22	29	29	3	0	1	6	6	3	4	17	19
C330018D20Rik	144	421	119	130	191	78	115	152	226	304	578	273	274	217	69	60	89	238	304	254	480	633	465
Prrc1	455	955	574	291	430	327	391	732	590	360	613	393	462	495	147	105	211	665	870	879	1275	2627	1803
1700066O22Rik	5	2	2	3	0	1	4	855	687	472	686	17	12	163	23	20	33	20	17	6	6	5	2
Ctxn3	31	4	24	0	6	0	2	1922	1259	1747	1268	5	10	3	21	17	48	30	18	1	8	2	5
4930511M06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210409D07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Isoc1	87	59	226	2	12	1	5	159	20	95	30	164	24	49	19	15	22	95	109	19	61	558	325
A730017C20Rik	0	17	0	1	9	3	4	15	2	3	7	128	338	242	170	162	224	445	560	108	226	2920	1904
Mir6355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
