Gene	asc_S150	asc_S158	asc_S163	asc_S389	asc_S403	asc_S412	asc_S242	asc_S517	asc_S521	asc_S881	asc_S643	asc_S660	asc_S671	asc_S751	asc_S767	asc_S686	asc_S721	oligo_S422	oligo_S466	oligo_S482	oligo_S529	oligo_S542	oligo_S558	oligo_S692	oligo_S724	opc_S144	opc_S400	opc_S402	opc_S425	opc_S428	opc_S214	opc_S246
Mpv17l	0	5	0	2	46	70	2	0	0	9	16	6	1	0	8	66	21	0	6	70	0	0	0	7	0	0	4	0	0	2	0	1
Ifitm7	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nde1	57	0	1	0	0	151	0	0	24	19	0	6	53	26	0	20	0	1	12	0	2	0	9	0	4	10	51	1	54	0	0	0
Mir484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fopnl	51	0	6	0	19	0	0	14	0	0	0	20	1	1	0	8	4	10	10	25	2	1	0	32	0	99	1	0	2	0	0	6
A630010A05Rik	0	0	0	1	1	1	12	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	32	0	0	1
Snai2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efcab1	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	2	0
Ube2v2	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	54	0	0	34	0	0	0
Mcm4	0	0	0	0	34	27	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cebpd	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnm1l	0	0	0	0	18	82	28	25	23	2	0	11	0	109	8	0	0	2	43	61	0	19	0	74	2	0	88	0	31	3	12	0
Yars2	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	16	0
Olfr19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933404G15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl31-ps12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Igll1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Top3b	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	26	10	1	2	0	0	0	0	16	0	0	33	0	0
Vpreb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppil2	56	0	0	1	2	77	0	1	0	0	13	1	0	16	0	39	0	7	49	0	3	0	0	0	0	68	70	0	0	39	0	0
Ccdc116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
Ypel1	1	1	0	0	0	0	0	0	31	0	7	0	0	0	0	0	0	26	8	0	0	15	0	0	0	0	0	0	1	69	9	0
Mir130b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ydjc	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir301b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdf2l1	18	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	13	0	0	0
2610318N02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem191c	0	0	0	0	0	0	0	0	0	12	0	0	0	0	3	0	27	0	0	0	0	0	0	0	0	0	0	7	0	143	0	0
Hic2	0	0	0	0	0	0	0	0	3	0	12	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0
Rimbp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snap29	0	292	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	41	0	0	1	9	0	0	0	2	13	0	0	4	1	0
Serpind1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thap7	0	0	0	0	0	34	0	0	0	1	8	0	0	0	0	0	0	0	14	0	0	2	0	0	0	0	0	0	0	0	0	0
Crkl	235	10	1	0	0	5	2	0	43	0	0	0	8	0	13	79	0	27	55	68	3	0	0	117	0	0	0	0	141	6	0	20
Lrrc74b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lztr1	0	116	111	0	2	0	13	0	0	12	71	72	0	17	15	0	41	0	57	0	1	17	0	49	102	1	73	0	123	26	0	0
Aifm3	979	104	0	115	72	70	17	130	11	15	72	168	0	26	48	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Smpd4	0	0	0	0	0	0	0	37	37	0	0	85	0	0	0	0	22	0	14	22	5	0	0	0	0	0	0	0	47	1	8	0
Ccdc74a	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Slc7a4	0	82	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	55	0	0	0	0	106	0	0	0	0	0	0	0
Scarf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	9	0	0	0	0	0
Klhl22	0	17	0	138	0	0	0	0	0	0	0	52	5	0	19	71	0	7	0	1	3	0	0	0	0	0	0	12	2	70	0	0
Dgcr2	12	249	0	16	100	13	14	64	0	4	2	57	0	0	0	34	182	0	18	29	0	7	2	133	92	0	1	0	0	0	17	27
B830017H08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgcr14	0	0	0	0	0	0	0	53	0	0	8	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	95	0	47
Tssk2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tssk1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Car15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gsc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a1	0	0	0	0	0	0	0	0	0	0	19	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	7
Dgcr6	100	0	0	0	12	45	0	31	19	0	1	40	0	3	8	6	0	0	2	0	0	5	0	0	0	1	0	0	3	0	0	0
Vpreb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933432I09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtn4r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
Mir1306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trmt2a	0	0	103	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	38	3	0	0	0	0	0	0	3	4	22	0	0
Mir185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ranbp1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	9	0	1	0	0	0	30	0	0
Dgcr8	45	0	0	0	0	0	8	5	0	0	0	110	0	33	0	0	0	1	18	0	3	7	0	0	0	0	1	9	37	37	0	1
Zdhhc8	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	1	0	0	0	0	0	1	0	11	0	0
Tango2	48	0	52	64	13	56	4	16	51	1	7	11	32	0	0	0	178	0	15	54	1	0	2	64	0	37	0	16	0	0	0	0
Gm24572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Comt	13	114	7	29	0	1	3	68	0	1	25	13	15	0	17	0	13	54	93	60	6	1	3	0	21	0	0	2	28	0	18	41
Txnrd2	25	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	54	20	40	5	0	0	0	0	91	0	0	11	0	0	0
Tbx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnb1l	168	2	0	2	0	42	0	2	3	2	0	0	0	0	3	0	0	0	2	0	0	2	1	1	3	1	0	0	22	16	1	1
Gp1bb	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0
Sept5	0	0	0	0	10	0	0	0	0	0	0	0	0	0	2	3	2	0	0	16	0	1	0	0	0	0	0	0	45	0	6	0
Cdc45	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ufd1l	0	0	0	4	0	64	4	0	0	0	0	0	0	38	45	0	0	0	22	3	4	1	0	15	0	0	0	6	41	59	2	0
2510002D24Rik	0	0	0	0	0	0	0	0	0	0	0	27	16	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hira	0	0	67	20	8	17	2	3	27	1	3	0	12	1	0	0	0	0	25	31	3	0	0	16	98	0	2	0	1	65	0	0
Olfr164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3gnt5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A930003A15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl24	8	9	49	0	0	95	0	52	0	26	14	9	0	0	4	23	0	17	19	0	3	12	0	0	0	0	1	20	0	0	0	0
Parl	0	0	0	0	0	0	1	43	37	0	26	7	18	0	0	0	4	0	12	74	2	0	0	0	3	0	33	0	3	0	0	0
Map6d1	0	0	0	0	0	0	0	6	5	0	0	55	0	0	0	0	64	0	136	35	0	1	0	0	4	0	0	0	70	0	0	0
Abcc5	11	48	242	28	60	96	0	6	12	0	13	156	0	11	38	74	48	49	19	46	16	22	1	197	55	5	5	32	229	68	15	46
Eif2b5	0	0	0	0	0	0	0	0	0	6	3	64	0	0	0	0	0	0	14	30	2	0	0	0	0	0	0	0	14	0	8	0
Dvl3	30	0	0	0	0	8	0	3	0	0	0	0	0	0	29	0	0	0	5	3	0	0	0	0	1	0	0	0	0	83	0	1
Gm15760	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abcf3	0	0	0	0	0	0	2	4	0	0	0	1	0	0	26	0	0	8	51	0	0	1	3	0	201	0	7	0	28	27	0	0
Ap2m1	0	0	0	8	33	0	0	17	0	9	0	13	0	12	24	0	0	0	12	34	3	15	5	0	0	2	0	0	12	40	1	0
Mir1224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam131a	0	45	0	0	0	0	5	23	40	6	21	31	0	15	18	0	15	0	121	29	6	2	1	0	0	24	0	0	0	8	17	0
Ece2	1	0	0	0	0	0	0	0	2	35	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	7	0	0	0	0
Psmd2	0	0	0	0	0	4	0	50	0	0	0	1	0	0	0	0	2	5	50	150	0	14	1	0	58	1	0	0	0	66	19	0
Eif4g1	181	133	0	4	0	66	8	35	3	21	0	59	0	22	17	0	19	28	72	79	4	0	3	0	0	5	0	6	68	0	0	1
Alg3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	11	0	0	0	0	0	0	0	0	0	0	0	0
Camk2n2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vwa5b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snord66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chrd	117	0	0	0	0	0	0	0	1	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thpo	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Polr2h	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	28	0	0	0	0	0	0	33
Teddm3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ephb3	0	0	0	0	1	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
Gm16863	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
Magef1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Mir7680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2510009E07Rik	2	0	0	0	0	0	0	0	10	0	0	0	0	14	0	4	2	18	28	0	0	13	0	0	0	0	123	1	115	0	1	0
1300002E11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ehhadh	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	28	0	0	0
Tmem41a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	8	0	0	0	0	0	0	0	0	0	0	0
Liph	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k13	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	4	36	0	27	0	0	77	0	0	0	0	36	0	0
Tra2b	46	11	0	0	0	35	0	25	0	0	0	0	32	43	10	30	2	1	3	20	10	0	1	1	0	6	0	0	100	25	8	0
9230117E06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir8095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahsg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajb11	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	65	0	0	52	0	9	0	9	7	0	58	0	2	44	0	0	0
Gm30505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tbccd1	20	0	38	0	0	0	0	0	0	0	0	4	0	71	0	0	0	0	0	0	0	0	4	0	0	0	95	0	18	0	0	0
Hrg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kng2	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0
Adipoq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Snord2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif4a2	0	0	0	113	11	37	0	27	70	0	10	33	39	0	35	91	6	0	25	96	12	7	2	0	228	0	0	0	56	49	12	8
Snora81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Rtp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Rtp4	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rtp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sst	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	22	9	0	5	0	0	0	0	0	0	0	0	0	0
Lppos	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Morf4l1-ps1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A230028O05Rik	0	0	0	0	0	0	0	13	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gmnc	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uts2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ostn	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm1968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hes1	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	54	0	0	0	0	0	0	0	0	0	1	0	0
9030404E10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cpn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp13a3	55	0	0	0	5	0	0	0	0	6	16	0	17	13	8	0	0	0	61	41	0	0	0	12	0	0	48	1	1	13	0	0
Gp5	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lsg1	0	0	124	77	59	10	0	0	0	0	0	53	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	33	0	12	0
Fam43a	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apod	195	0	0	0	4	0	0	0	0	0	0	109	0	0	0	16	0	260	54	31	26	18	21	16	62	0	0	0	0	0	0	0
Ppp1r2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfi2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0610012G03Rik	0	0	2	0	0	48	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	24	0	0
Ncbp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	8	0	0	0	0	0	0	0	42	0	0
Pigz	0	0	0	0	0	0	0	1	0	0	0	76	0	0	0	0	0	66	0	120	6	13	4	0	39	0	0	0	1	0	0	0
Pigx	0	0	0	0	6	0	0	0	0	0	0	1	23	33	0	0	0	0	7	0	0	0	0	33	0	0	4	3	5	0	0	0
Cep19	0	0	0	0	0	0	0	1	48	1	0	0	0	0	22	0	0	0	0	36	0	3	0	6	0	0	0	1	0	0	0	0
Pak2	0	0	0	1	69	67	13	0	0	0	7	0	0	0	25	0	0	0	62	2	2	4	1	26	0	0	3	0	60	28	0	57
Gm15694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bex6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Nrros	0	0	0	0	0	0	19	48	0	0	2	1	0	0	0	0	27	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
Wdr53	0	0	0	0	37	34	0	47	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	18	0	0
Mir1946a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf168	0	0	0	0	17	0	0	0	0	0	8	0	0	0	0	18	0	0	3	0	2	0	2	0	2	0	0	0	0	1	0	0
Smco1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pcyt1a	21	0	0	0	0	62	0	9	2	0	2	30	22	0	0	0	36	0	52	0	12	8	0	0	0	0	52	0	0	0	0	0
Tctex1d2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	9	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tm4sf19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc51a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfrc	0	0	0	102	0	23	1	79	1	5	1	0	0	139	0	0	0	0	4	23	2	0	0	0	1	0	0	0	0	0	2	0
Tnk2	58	19	0	0	0	0	11	28	37	8	27	20	0	0	9	0	0	0	6	74	0	1	1	0	0	35	21	0	22	53	1	0
Tnk2os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rubcn	4	0	0	0	73	0	0	0	1	0	0	41	0	0	1	0	0	0	12	24	4	0	0	0	0	0	11	12	124	136	0	0
Gm933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Muc20	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrch3	152	101	118	1	74	1	10	58	15	0	15	51	28	153	0	146	0	74	76	118	34	0	1	15	1	0	32	1	693	1	6	4
Rpl35a	101	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	7	0	5	2	0
Mir1947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lmln	1	0	0	0	1	21	12	0	0	1	0	53	0	0	1	0	0	0	5	0	0	7	0	0	0	0	0	0	0	0	0	0
Osbpl11	0	38	46	25	55	37	0	0	0	0	0	0	0	0	0	0	0	4	55	9	1	0	0	0	0	0	0	0	0	53	0	6
1700007L15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Umps	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	46	0
Ccdc14	0	71	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
Ropn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E130310I04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700119H24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hacd2	193	0	0	451	121	133	25	189	24	38	16	101	5	210	8	19	29	0	39	0	4	2	0	36	0	1	55	0	0	46	0	0
Sec22a	0	0	0	36	0	0	0	50	0	0	1	0	1	51	0	9	0	0	4	0	0	0	0	0	0	43	103	1	0	0	0	0
Pdia5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600019K03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dirc2	0	0	3	1	34	0	0	0	0	9	18	48	0	63	15	33	0	0	1	29	0	1	0	1	2	0	45	0	13	35	12	4
Parp14	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr5b	0	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	88	0	0
