Gene	1406_xk_granule	1417_pk_granule	1422_xk_basket	1433_pk_basket	1867_xk_astrocyte	1986_pk_astrocyte	1864_xk_oligo	1983_pk_oligo	1866_xk_opc	1984_pk_opc
LINC01534	33	32	34	24	2	59	0	26	2	15
ZNF850	62	71	64	80	35	61	156	121	285	94
ZNF790-AS1	557	692	970	606	148	313	69	335	402	472
LOC728485	8	6	38	14	0	95	2	3	1	53
ZNF345	604	1003	526	411	195	400	549	342	141	328
ZNF829	236	457	249	323	45	366	8	332	8	128
ZNF585A	434	778	580	580	230	429	1023	444	215	348
ZNF585B	584	925	537	492	219	609	391	563	324	718
LOC284412	45	31	62	46	15	77	3	52	6	27
LINC01535	238	186	490	384	153	440	240	245	170	413
ZNF383	187	259	242	208	79	206	77	159	14	130
ZNF570	186	179	159	113	69	273	550	135	74	216
ZNF569	616	946	520	401	228	345	301	467	64	315
ZNF527	256	293	383	207	167	165	157	219	308	173
ZNF571	0	0	0	0	0	0	0	0	0	0
ZNF793-AS1	16	18	49	46	30	75	14	45	16	23
ZNF540	602	895	797	700	181	124	109	170	158	197
ZNF571-AS1	3	1	6	7	7	46	3	126	0	2
ZNF793	521	625	468	441	85	690	41	465	62	612
ZNF607	227	333	268	282	94	232	398	294	137	159
ZFP30	207	338	188	160	55	153	62	126	20	112
ZNF781	672	820	675	476	96	206	35	396	68	400
LOC644554	20	35	18	14	1	80	1	31	1	45
LOC100631378	29	40	58	65	10	196	9	51	12	25
WDR87	4	26	22	30	8	64	1	17	6	24
DPF1	40	25	150	136	72	14	33	90	424	317
PPP1R14A	1	2	2	14	2	2	419	632	42	493
SPRED3	114	61	115	99	13	246	19	184	79	428
C19orf33	0	0	0	0	0	0	0	0	0	0
PSMD8	49	24	72	53	33	59	43	63	117	31
CATSPERG	337	270	189	74	74	426	599	440	38	425
YIF1B	29	23	42	18	21	26	26	56	79	75
GGN	8	2	2	5	0	8	8	11	0	0
KCNK6	3	1	1	3	86	2	2	13	1	1
RASGRP4	72	88	26	34	11	14	15	6	4	5
MAP4K1	19	44	286	220	42	98	2	21	15	35
EIF3K	233	171	750	402	183	613	403	320	456	297
LOC105372397	0	0	0	0	0	0	0	0	0	0
CAPN12	11	5	34	44	1	1	14	26	2	1
LGALS7B	0	0	0	0	0	0	0	0	0	0
LGALS7	0	0	0	0	0	0	0	0	0	0
RINL	12	1	13	8	13	9	2	23	11	17
NFKBIB	18	14	17	15	11	60	2	43	15	22
SIRT2	307	225	684	419	103	909	659	2173	1012	2959
LGALS4	7	8	11	18	1	51	22	11	13	1
ECH1	96	84	296	161	24	208	87	200	6	175
CCER2	1	2	19	16	0	7	10	11	1	0
HNRNPL	215	243	276	246	135	412	396	479	40	170
MRPS12	4	1	6	6	10	0	3	3	0	1
FBXO17	760	1038	104	236	137	467	10	276	56	707
FBXO27	106	70	121	60	6	47	65	70	3	20
PAK4	281	249	276	238	133	271	148	282	175	135
ACP7	332	332	10	14	25	8	344	198	6	253
IFNL1	5	7	2	15	1	0	0	0	0	0
IFNL2	0	0	0	1	1	0	0	0	0	0
LRFN1	78	87	129	92	2	6	1	65	4	157
SYCN	0	0	0	1	0	0	0	0	0	0
IFNL3	0	0	0	0	0	0	0	1	0	0
NCCRP1	0	1	4	45	1	0	0	3	0	0
IFNL4	1	0	1	0	0	0	0	0	0	0
MIR4530	0	0	0	0	0	0	0	0	0	0
SAMD4B	1244	1234	1309	1126	372	1895	624	3646	512	2498
PAF1	128	126	163	121	74	466	121	351	27	186
GMFG	6	1	3	8	35	8	1	0	1	0
MED29	96	112	154	143	145	175	57	227	4	177
ZFP36	11	9	4	9	108	67	5	15	1	14
RPS16	56	49	59	41	93	177	50	155	112	26
PLEKHG2	80	92	2	3	7	92	1	68	151	158
TIMM50	52	17	111	51	30	72	29	38	12	98
EID2B	4	20	20	9	26	3	0	3	1	9
DLL3	7	4	1	2	1	12	3	75	25	142
SELV	0	0	11	4	0	10	1	10	0	3
EID2	14	19	20	14	7	4	6	19	2	1
LGALS16	0	0	65	22	1	0	0	0	0	0
LGALS13	0	0	131	62	6	1	0	0	0	0
LGALS17A	0	2	43	20	1	0	1	0	0	2
LGALS14	0	0	3	4	0	0	0	0	0	0
LOC100129935	0	1	60	45	0	0	0	0	0	0
DYRK1B	127	91	129	92	78	152	32	91	6	141
MIR6719	0	0	0	0	0	0	0	0	0	0
CLC	0	3	1	3	2	1	6	3	4	3
LEUTX	1	0	1	3	0	0	1	0	0	1
FCGBP	3	12	6	9	116	14	7	8	4	43
ZNF780A	254	468	322	268	225	285	181	212	208	147
ZNF780B	1335	1845	1816	1749	794	1307	1125	1970	1320	713
ZNF546	188	250	351	334	78	189	42	257	93	62
TTC9B	146	109	58	49	26	19	4	33	28	39
CNTD2	39	67	16	16	6	10	0	27	3	88
MAP3K10	178	112	250	148	100	352	68	271	81	364
MIR6796	0	0	0	0	0	0	0	0	0	0
MIR641	0	0	0	0	0	0	0	0	0	0
C19orf47	87	50	113	58	16	98	67	126	17	69
PRX	63	104	6	7	9	2	3	4	5	12
SERTAD1	1	3	1	2	0	22	14	5	1	12
BLVRB	7	11	29	38	13	66	5	26	8	52
HIPK4	330	280	82	56	1	12	1	19	6	0
SERTAD3	12	5	11	4	39	15	6	4	1	2
LTBP4	14	5	23	35	39	24	46	80	16	53
SHKBP1	29	23	38	40	35	65	169	136	12	83
ADCK4	139	137	117	121	34	243	22	153	15	30
NUMBL	801	1104	178	225	123	761	20	479	35	900
ITPKC	97	93	130	104	30	134	77	93	11	234
C19orf54	26	7	44	21	48	206	314	104	0	99
EGLN2	0	0	0	0	0	0	0	0	0	0
MIA	0	0	0	0	0	0	0	0	0	0
CYP2A6	100	143	111	153	57	214	175	256	147	150
RAB4B-EGLN2	4	8	18	5	0	3	1	9	0	2
MIA-RAB4B	0	0	0	0	2	0	0	0	0	0
CYP2A7	50	55	43	85	12	155	44	79	65	84
RAB4B	0	0	0	0	0	0	0	0	0	0
CYP2B6	2	4	4	5	0	1	4	3	9	5
CYP2B7P	19	30	38	76	6	55	15	107	17	27
CYP2A13	0	0	1	1	1	0	2	0	2	0
CYP2F1	5	1	4	5	1	8	5	4	5	1
AXL	8	20	15	29	1577	2812	35	192	825	1354
CYP2S1	2	2	4	7	21	27	5	3	7	13
CCDC97	173	82	219	178	156	256	99	172	704	216
B9D2	6	3	8	13	19	76	0	1	1	1
EXOSC5	10	7	20	18	5	84	5	32	3	8
TGFB1	36	81	127	183	367	416	8	39	8	125
TMEM91	77	69	305	276	231	568	65	93	97	71
ERICH4	5	0	0	2	1	27	0	0	0	0
LINC01480	0	0	0	0	27	0	0	0	0	0
ATP5SL	78	81	172	114	32	77	70	102	17	80
B3GNT8	5	2	5	11	7	11	3	12	0	19
PCAT19	4	10	4	11	26	3	51	4	27	4
CEACAM4	0	0	0	0	1	1	0	1	2	0
CEACAM5	0	0	2	1	2	0	1	0	1	0
CEACAM3	2	0	2	0	0	0	0	1	1	1
CEACAM6	3	6	2	4	0	9	3	11	2	15
LYPD4	2	7	3	4	38	2	47	0	21	2
MIR6797	0	0	0	0	0	0	0	0	0	0
ARHGEF1	220	235	279	177	467	883	763	1064	378	807
RPS19	23	19	43	28	34	35	12	60	136	14
DMRTC2	0	0	2	0	0	0	2	0	0	0
CD79A	3	2	0	2	0	0	1	0	1	0
GRIK5	1444	1396	1617	1307	281	1380	8	725	517	1512
ATP1A3	1665	2273	10809	8615	451	244	71	586	528	785
RABAC1	66	49	49	40	34	80	72	178	21	113
POU2F2	477	515	385	434	174	42	5	112	43	117
ZNF574	62	39	50	52	53	23	20	78	28	45
MIR4323	0	0	0	0	0	0	0	0	0	0
LOC100505622	7	13	9	3	3	9	1	0	0	1
ERF	15	15	50	21	125	604	39	339	18	155
PAFAH1B3	18	18	21	7	6	42	1	13	11	7
CIC	244	180	178	114	51	316	54	285	18	234
PRR19	5	2	1	0	1	0	2	0	1	0
TMEM145	283	236	509	408	105	182	24	61	3	77
GSK3A	248	225	346	238	37	370	72	422	18	258
ZNF526	23	10	15	7	4	51	2	61	1	2
LIPE	0	0	0	0	0	0	0	0	0	0
CNFN	2	0	2	2	0	0	1	0	1	1
MIR8077	0	0	0	0	0	0	0	0	0	0
LOC101930071	0	0	0	0	0	0	0	0	0	0
CXCL17	0	0	0	0	0	0	0	0	0	0
CEACAM1	0	0	0	0	0	0	0	0	0	0
CEACAM8	0	0	0	0	0	0	0	0	0	0
PSG8	3	4	6	5	0	6	6	5	194	1
LOC100289650	30	21	10	10	1	2	8	55	2	0
PSG10P	85	126	30	32	3	31	0	146	0	20
PSG1	58	69	12	14	5	21	2	37	0	4
PSG7	44	38	13	9	13	1	28	11	1	10
PSG6	72	112	14	24	5	34	4	78	0	75
PSG11	39	44	12	8	15	9	0	35	0	0
PSG2	29	36	7	12	0	1	0	27	0	40
PSG5	66	106	5	16	0	7	0	26	23	3
PSG4	21	29	2	1	0	1	0	7	0	0
LOC284344	81	224	12	20	10	11	30	22	5	17
PRG1	2	1	0	0	0	0	0	0	0	0
CD177	0	4	0	1	0	11	1	2	1	0
TEX101	6	11	6	5	1	7	11	0	4	4
PHLDB3	34	19	31	43	92	148	16	83	81	120
LYPD3	0	0	1	9	1	0	0	0	0	0
CADM4	229	340	319	225	152	596	240	504	389	346
SRRM5	0	0	0	0	0	0	0	0	0	0
ZNF575	23	19	3	8	0	47	1	10	3	0
ZNF428	94	108	99	61	54	82	75	131	20	22
XRCC1	395	311	548	368	250	439	71	285	583	422
PINLYP	45	55	26	28	43	73	0	31	9	77
ZNF576	47	35	15	23	3	53	0	39	0	69
IRGQ	398	351	424	311	426	866	139	383	612	348
SMG9	578	337	647	319	184	452	114	651	802	312
IRGC	0	2	0	6	1	2	2	0	0	0
LYPD5	45	21	416	186	21	93	24	92	201	98
ZNF283	393	581	687	501	257	351	375	222	117	241
ZNF404	59	142	99	90	46	107	123	115	7	132
LOC100505715	106	191	150	139	36	134	94	83	20	32
ZNF221	123	111	78	48	63	51	23	52	1	12
ZNF222	99	65	145	59	42	27	9	35	1	56
ZNF45	208	267	226	116	409	187	77	183	28	55
ZNF155	118	179	160	107	7	254	39	119	43	38
ZNF230	52	70	63	54	26	21	301	21	0	2
LOC101928063	3	5	9	3	0	6	2	1	0	1
ZNF225	146	148	187	169	82	153	38	211	10	128
ZNF234	115	132	135	91	47	131	358	239	25	282
LOC100379224	35	59	82	37	20	27	5	17	13	38
ZNF284	68	66	147	111	40	71	11	52	4	37
ZNF223	139	150	242	136	34	175	51	151	41	139
ZNF224	333	367	377	330	187	121	103	275	133	170
ZNF233	220	295	378	286	87	299	103	339	100	167
ZNF227	409	590	476	413	324	408	295	393	322	397
ZNF285	101	161	194	73	46	165	21	140	89	115
ZNF112	478	573	393	251	57	170	109	289	184	458
ZNF180	237	248	167	174	71	284	147	159	190	147
CEACAM20	3	8	65	77	19	11	13	3	3	4
CEACAM22P	6	7	107	47	21	2	26	1	17	5
MIR4531	0	0	0	0	0	0	0	0	0	0
CEACAM19	44	67	200	148	20	55	1	59	0	45
PVR	310	232	780	434	74	81	14	297	398	364
IGSF23	3	3	302	263	10	44	3	3	2	2
CBLC	2	4	3	7	7	2	3	0	1	0
BCAM	1	0	3	1	12	97	1	0	0	0
BCL3	2	0	28	27	7	14	0	16	2	24
MIR8085	0	0	0	0	0	0	0	0	0	0
CEACAM16	0	0	18	10	18	43	0	1	0	0
APOC1P1	1	0	1	1	0	0	0	0	0	0
TOMM40	35	28	96	71	42	56	81	59	20	52
APOC4	0	0	0	0	0	0	0	0	0	0
APOC2	0	0	0	0	0	0	0	0	0	0
APOE	0	0	2	5	37	235	0	3	2	0
NECTIN2	6	6	471	378	72	717	11	194	27	148
APOC1	3	2	0	0	46	2	0	1	3	2
APOC4-APOC2	0	0	0	0	0	2	0	0	0	0
CLASRP	220	130	355	250	181	436	905	1125	818	304
ZNF296	6	3	4	3	6	17	1	4	1	2
RELB	13	2	13	14	21	18	12	27	5	23
TRAPPC6A	22	25	67	57	17	42	175	101	20	19
NKPD1	10	3	18	17	2	21	2	3	1	1
BLOC1S3	14	7	16	22	5	50	12	37	107	17
PPP1R37	280	268	347	245	112	268	155	276	37	317
MARK4	417	348	818	593	126	595	138	308	71	252
CKM	4	1	9	17	1	1	5	1	11	3
CD3EAP	0	0	0	1	0	0	0	0	0	0
ERCC2	21	6	52	41	27	137	4	69	10	86
FOSB	3	2	2	1	2	1	0	0	2	0
PPP1R13L	11	8	7	8	22	95	61	21	6	28
ERCC1	86	73	147	80	22	172	22	152	64	165
MIR6088	0	0	0	0	0	0	0	0	0	0
GPR4	6	7	4	10	5	20	3	4	4	1
OPA3	206	98	476	256	46	123	44	108	182	114
RTN2	148	131	90	56	16	37	6	63	31	48
VASP	41	30	63	40	39	77	22	42	14	22
PPM1N	2	7	10	5	3	11	3	2	10	2
QPCTL	56	35	123	72	16	31	9	27	68	90
SNRPD2	7	17	19	15	2	8	41	27	1	4
MIR330	0	0	0	0	0	0	0	0	0	0
MIR642B	0	0	0	0	0	0	0	0	0	0
FBXO46	111	120	142	104	169	196	134	221	14	184
GIPR	4	0	3	4	17	17	407	260	5	13
EML2-AS1	0	0	0	0	0	0	0	0	0	0
MIR642A	0	0	0	0	0	0	0	0	0	0
DMPK	120	73	224	127	160	750	123	239	93	395
DMWD	64	49	198	107	30	364	11	139	70	60
RSPH6A	5	1	5	7	1	2	3	4	4	3
SIX5	0	0	0	0	5	43	0	0	1	0
FOXA3	2	6	1	3	5	1	1	1	1	1
SYMPK	472	445	771	488	303	1022	484	1061	673	650
MYPOP	71	71	77	76	123	35	199	105	37	37
IRF2BP1	5	6	11	4	1	10	10	6	238	0
NOVA2	527	738	979	953	100	662	111	713	875	1031
NANOS2	0	0	1	0	0	0	1	0	1	0
PGLYRP1	56	29	149	81	1	10	1	25	1	3
MIR769	0	0	0	0	0	0	0	7	0	0
IGFL3	0	0	19	38	3	74	4	69	1	8
LOC400706	12	12	83	136	11	123	148	177	11	50
IGFL4	14	10	24	20	2	21	8	43	0	43
IGFL2	1	1	62	66	27	212	287	191	7	51
IGFL1	0	0	0	0	0	0	0	0	0	0
LOC93429	0	0	25	27	5	219	9	112	0	1
LOC645553	0	1	20	79	23	332	47	241	1	109
PPP5C	647	854	1349	922	294	658	263	375	225	643
HIF3A	3	3	13	16	794	3413	109	307	416	934
PNMAL2	0	0	0	0	0	0	0	0	0	0
PNMAL1	282	247	645	406	19	65	19	146	146	14
CCDC8	1	0	0	0	5	2	0	2	0	0
GNG8	0	1	6	1	4	34	9	29	1	13
CALM3	634	558	1639	1396	104	285	384	609	120	282
DACT3	18	15	212	231	116	640	308	612	52	497
PTGIR	0	0	1	4	2	1	1	0	1	3
STRN4	49	45	201	125	104	271	409	180	54	92
SLC1A5	2	5	16	12	17	25	5	12	3	12
PRKD2	7	12	66	15	38	128	6	86	60	95
MIR320E	0	0	0	0	0	0	0	0	0	0
FKRP	13	16	177	93	17	39	28	87	61	74
AP2S1	29	28	64	27	44	9	36	21	80	15
SNAR-E	0	0	0	0	0	0	1	0	0	0
TMEM160	7	2	3	13	0	0	22	8	1	1
NPAS1	43	30	74	43	19	27	23	36	20	6
ZC3H4	270	241	308	135	271	357	478	396	91	327
BBC3	39	42	16	45	21	30	4	22	27	2
MIR3191	0	0	0	0	0	0	0	0	0	0
MIR3190	0	0	0	0	0	0	0	0	0	0
CCDC9	31	29	40	21	23	40	3	25	1	75
INAFM1	5	10	40	10	8	19	11	10	0	1
C5AR2	2	2	1	3	1	5	1	2	3	5
MEIS3	297	291	4	14	21	269	39	238	553	889
DHX34	105	88	171	135	133	189	107	260	15	147
ZNF541	11	26	62	27	3	2	6	4	5	3
NAPA	236	173	122	127	72	146	87	81	832	111
KPTN	78	71	45	23	15	15	7	21	12	7
NAPA-AS1	31	25	11	3	1	12	0	3	10	0
GLTSCR1	1497	1516	1504	1116	512	1914	1008	1727	413	1447
EHD2	32	20	21	23	49	495	13	92	33	166
SNORD23	0	0	0	0	0	0	0	0	0	0
TPRX1	0	0	0	0	0	0	1	0	0	0
SEPW1	181	186	147	104	209	629	420	426	58	224
GLTSCR2	25	18	36	21	29	59	33	79	4	12
GLTSCR2-AS1	32	16	29	40	21	60	39	65	4	19
SNAR-A1	0	0	0	0	0	0	0	0	0	0
SNAR-A12	0	0	0	0	0	0	0	0	0	0
SNAR-A3	0	0	0	0	0	0	0	0	0	0
SNAR-C2	0	0	0	0	0	0	0	0	0	0
SNAR-A13	0	0	0	0	0	0	0	0	0	0
SNAR-A4	0	0	0	0	0	0	0	0	0	0
SNAR-C4	0	0	0	0	0	0	0	0	0	0
SNAR-C5	0	0	0	0	0	0	0	0	0	0
SNAR-A9	0	0	0	0	0	0	0	0	0	0
SNAR-A6	0	0	0	0	0	0	0	0	0	0
SNAR-C1	0	0	0	0	0	0	0	0	0	0
SNAR-A11	0	0	0	0	0	0	0	0	0	0
SNAR-A8	0	0	0	0	0	0	0	0	0	0
SNAR-C3	0	0	0	0	0	0	0	0	0	0
SNAR-A5	0	0	0	0	0	0	0	0	0	0
SNAR-A10	0	0	0	0	0	0	0	0	0	0
SNAR-A7	0	0	0	0	0	0	0	0	0	0
SNAR-A14	0	0	0	0	0	0	0	0	0	0
SNAR-A2	0	0	0	0	0	0	0	0	0	0
SULT2A1	1	0	2	5	0	0	1	1	4	4
CABP5	1	1	1	2	0	6	0	0	1	1
ELSPBP1	3	4	3	5	3	1	8	1	3	4
PLA2G4C-AS1	0	0	0	0	0	0	0	0	0	0
LIG1	140	97	116	93	78	519	174	183	22	67
C19orf68	215	179	106	101	106	314	329	329	92	313
TMEM143	75	77	123	81	114	239	129	140	19	201
EMP3	2	1	4	7	6	29	0	0	0	0
ZNF114	6	5	107	65	5	44	98	34	248	126
CCDC114	1	7	22	33	4	46	1	4	4	37
CARD8-AS1	1	0	9	1	1	2	0	0	0	0
GRIN2D	46	171	1284	1522	265	564	286	455	713	1125
CYTH2	59	45	183	139	97	281	162	168	118	143
KDELR1	106	165	185	184	96	251	62	185	229	245
GRWD1	23	15	41	23	6	22	18	7	11	3
KCNJ14	30	19	82	52	6	19	1	16	1	1
SULT2B1	5	0	10	10	4	4	3	4	5	7
RPL18	47	35	75	39	25	78	130	106	44	88
SPACA4	0	0	0	0	0	0	0	0	0	0
FAM83E	3	3	10	5	3	6	2	2	2	3
DBP	34	36	41	59	34	263	10	29	1	139
CA11	3	2	0	3	0	2	0	3	0	0
FUT2	42	47	59	53	30	70	8	19	10	27
FUT1	26	16	6	8	4	0	1	1	3	1
RASIP1	66	66	2	15	23	15	18	31	5	15
SEC1P	27	32	31	48	18	260	23	59	4	13
MAMSTR	64	55	31	19	9	73	3	28	3	10
IZUMO1	87	51	2	12	2	8	0	6	2	0
NTN5	0	0	0	0	0	0	0	0	0	0
LOC105447645	0	0	0	0	0	0	0	0	0	0
FGF21	0	0	1	0	0	0	0	0	0	0
PPP1R15A	28	15	13	13	5	11	15	11	0	3
PLEKHA4	9	8	13	17	26	190	5	33	137	93
BCAT2	217	278	454	311	905	2103	29	206	97	118
HSD17B14	393	785	893	967	687	1253	38	118	871	630
RUVBL2	56	33	59	41	136	38	329	37	79	24
DHDH	16	1	2	4	9	8	2	2	1	2
BAX	27	25	32	49	25	58	44	12	8	9
GYS1	401	280	296	246	223	403	119	229	226	63
MIR6798	0	0	0	0	0	0	0	0	0	0
NUCB1	50	45	113	94	24	70	76	106	30	22
NUCB1-AS1	0	0	0	0	0	0	0	0	0	0
LHB	0	0	6	0	19	0	0	0	0	0
FTL	76	50	125	48	174	168	239	384	90	63
LOC101059948	0	0	0	0	0	6	0	0	0	0
KCNA7	1	0	1	0	1	1	0	1	1	0
CGB8	0	0	0	0	0	0	0	0	0	0
CGB2	0	0	0	0	0	0	0	0	0	0
CGB1	0	0	0	0	0	0	0	0	0	0
SNRNP70	710	836	1308	1017	2097	2449	2532	1626	1571	1180
NTF4	1	0	0	0	1	0	0	0	0	0
CGB7	0	0	0	0	0	0	0	0	0	0
CGB5	0	0	0	0	0	0	0	0	0	0
CGB3	0	0	0	0	0	0	0	0	0	0
SNAR-G2	0	0	0	0	0	0	0	0	0	0
SNAR-G1	0	0	0	0	0	0	0	0	0	0
PPFIA3	452	392	376	333	66	375	7	119	65	699
C19orf73	4	0	1	3	0	1	0	4	0	0
LIN7B	13	16	26	34	20	40	34	39	1	20
TRPM4	340	302	101	45	277	241	2	125	205	395
TEAD2	0	3	7	5	35	193	1	1	2	0
SLC6A16	3	6	162	53	285	364	5	31	6	5
LOC101928295	19	21	12	1	0	0	2	1	3	2
DKKL1	3	2	0	1	2	15	0	1	0	0
CD37	0	0	5	3	36	32	0	2	0	0
MIR4324	0	0	0	0	0	0	0	0	0	0
FLT3LG	3	2	4	5	2	69	28	23	48	30
FCGRT	3	1	4	5	173	480	1	221	228	531
RCN3	7	6	9	3	50	29	2	8	9	21
ALDH16A1	15	22	30	3	31	11	80	40	0	94
SLC17A7	2531	2520	19	16	54	177	46	419	4	43
RPL13A	110	101	95	58	169	184	479	290	85	111
PIH1D1	85	59	37	36	145	42	313	59	78	56
SNORD32A	0	0	0	0	0	0	0	0	0	0
SNORD33	0	0	0	0	0	0	0	0	0	0
SNORD34	0	0	0	0	0	0	0	0	0	0
SNORD35A	0	0	0	0	0	0	0	0	0	0
SNORD35B	0	0	0	0	0	0	0	0	0	0
MIR150	0	0	0	0	0	0	1	0	0	0
GFY	0	1	0	0	0	0	0	0	0	0
PTH2	1	1	0	0	0	1	0	0	0	0
RPS11	47	81	55	60	116	101	49	272	9	24
IRF3	33	28	61	29	45	79	45	45	1	46
BCL2L12	0	0	13	9	11	64	3	2	0	2
RRAS	4	5	13	15	0	4	1	30	1	2
PRRG2	3	2	3	5	3	8	3	18	1	2
NOSIP	61	45	62	43	61	71	38	74	115	111
SCAF1	80	46	135	67	76	91	22	80	26	222
PRR12	315	323	452	293	224	541	136	343	499	357
PRMT1	112	51	112	45	9	62	9	104	2	154
CPT1C	377	308	811	600	97	133	220	325	562	377
AP2A1	344	270	532	327	132	494	276	348	183	192
MIR6799	0	0	0	0	0	0	0	0	0	0
MIR5088	0	0	0	0	0	0	0	0	0	0
ADM5	22	17	20	5	0	2	0	3	0	2
TSKS	34	48	22	13	3	30	4	7	1	8
IL4I1	3	2	10	3	1	4	1	9	3	110
AKT1S1	41	14	69	30	9	52	94	53	3	216
ATF5	13	5	10	10	3	16	3	6	15	7
PTOV1	131	115	135	86	81	275	72	233	131	280
NUP62	0	0	0	0	0	0	0	0	0	0
PTOV1-AS2	0	0	0	0	0	0	0	0	0	0
MIR6800	0	0	0	0	0	0	0	0	0	0
TBC1D17	58	37	104	51	73	397	31	248	107	64
MIR4749	0	0	0	0	0	0	0	0	0	0
MIR4750	0	0	0	0	0	0	0	0	0	0
MIR4751	0	0	0	0	0	0	0	0	0	0
PNKP	11	12	58	13	2	75	16	35	1	6
MED25	69	28	268	138	41	107	20	141	6	166
PTOV1-AS1	72	100	96	123	60	308	87	202	1372	59
SIGLEC16	3	1	0	0	4	11	1	1	0	0
ZNF473	115	79	235	138	84	249	56	131	14	5
SIGLEC11	0	1	1	0	27	0	1	1	1	0
VRK3	227	218	250	163	137	505	101	399	374	220
FLJ26850	2	4	23	19	4	21	21	14	12	5
SNAR-B2	0	0	0	0	0	0	0	0	0	0
SNAR-B1	0	0	0	0	0	0	0	0	0	0
SNAR-D	0	0	0	0	0	0	0	0	0	0
IZUMO2	4	5	14	11	16	13	2	5	14	2
MYH14	684	445	500	398	148	882	374	1271	948	1165
NR1H2	12	7	24	11	7	98	0	32	1	19
POLD1	28	33	22	14	17	22	17	34	12	18
SPIB	2	2	1	1	0	1	2	2	0	7
NAPSB	30	27	40	26	6	43	2	94	5	15
NAPSA	26	24	40	10	2	104	11	194	1	30
JOSD2	48	34	66	35	55	104	47	120	21	29
FAM71E1	9	10	20	9	2	3	0	4	0	0
EMC10	31	17	113	24	19	180	44	156	76	184
ASPDH	87	52	50	11	7	43	12	56	52	21
LRRC4B	985	1249	1255	1219	287	1119	682	964	247	1225
SHANK1	993	1235	5421	3310	167	121	25	240	378	308
SYT3	426	394	438	321	10	37	30	58	76	122
SNAR-F	0	0	0	0	0	0	0	0	0	0
C19orf81	42	82	106	106	5	11	10	8	5	5
ACPT	20	25	8	25	9	35	30	21	4	14
KLK15	1	0	1	0	0	0	3	0	0	0
SNORD88B	0	0	0	0	0	0	0	0	0	0
SNORD88A	0	0	0	0	0	0	0	0	0	0
SNORD88C	0	0	0	0	0	0	0	0	0	0
GPR32	0	1	0	0	0	0	0	0	0	0
C19orf48	14	8	19	9	17	16	9	16	18	50
KLK1	0	0	1	0	0	0	0	1	1	1
MGC45922	1	1	0	0	1	1	5	0	1	1
LOC105372441	1	2	2	5	2	7	7	2	9	1
LOC105372440	19	25	8	42	1	31	9	3	7	5
KLK2	0	0	0	0	2	1	1	1	0	4
KLK7	37	11	1	0	0	1	34	37	1	4
KLK4	0	1	0	0	0	0	2	2	2	0
KLKP1	4	1	1	0	0	1	4	1	2	5
KLK5	1	0	1	0	0	0	0	0	0	2
KLK6	0	0	5	8	3	2	1440	1178	1	24
KLK14	15	38	24	34	6	21	14	28	16	5
KLK11	0	0	1	1	0	0	2	0	1	5
KLK8	1	0	0	1	1	2	3	5	3	0
CTU1	26	15	89	46	10	50	11	131	3	18
KLK9	0	0	0	2	1	0	1	17	7	0
KLK12	2	1	0	1	0	1	2	1	0	0
KLK13	0	0	0	0	0	0	0	0	2	0
KLK10	8	8	79	33	0	7	25	3	1	2
LOC101928517	51	81	24	19	0	9	2	0	1	2
SIGLEC17P	0	0	0	0	0	0	0	0	0	0
SIGLEC7	24	36	4	13	3	1	2	0	0	0
SIGLEC9	9	6	6	8	51	4	1	3	1	0
CD33	0	1	1	0	51	14	1	1	2	2
MIR8074	0	0	0	0	0	0	0	0	0	0
CLDND2	0	0	17	1	28	32	5	10	0	19
ETFB	78	87	163	126	107	242	148	246	49	123
NKG7	0	0	0	0	0	2	0	0	0	0
SIGLECL1	3	0	7	1	1	1	2	3	6	0
IGLON5	371	442	437	439	111	314	4	153	99	442
VSIG10L	105	120	37	65	5	28	108	25	5	6
SIGLEC10	0	0	0	5	30	4	0	4	0	1
SIGLEC12	0	2	0	1	1	0	2	0	0	0
SIGLEC8	1	0	0	1	121	6	4	0	4	0
CEACAM18	0	0	2	2	2	0	0	1	4	1
C19orf84	0	0	0	0	0	0	1	0	0	0
LOC100129083	0	0	0	0	0	0	0	0	0	0
ZNF175	381	481	354	340	107	235	223	297	29	232
SIGLEC6	0	0	0	0	0	2	0	1	0	0
LINC01530	33	32	65	25	4	45	0	37	2	151
SIGLEC5	4	3	14	15	41	4	2	10	2	0
SPACA6	570	431	361	363	315	1387	474	521	440	199
FPR1	5	2	23	25	4	0	0	0	0	0
HAS1	55	55	110	157	0	10	3	6	3	7
MIR99B	0	0	0	0	0	0	0	0	0	0
SIGLEC14	0	0	0	0	0	0	0	1	0	0
FPR2	0	2	0	0	0	0	0	0	1	0
MIRLET7E	0	0	0	0	0	0	0	0	0	0
MIR125A	0	0	0	0	0	0	0	0	0	0
SPACA6P-AS	38	70	33	35	51	266	35	52	13	27
FPR3	41	91	97	164	86	517	7	324	386	335
ZNF649-AS1	33	26	4	10	7	3	2	17	0	2
ZNF577	717	1002	789	844	498	799	396	1159	440	917
ZNF350	52	53	8	36	1	43	8	13	18	18
ZNF613	104	105	114	63	61	85	51	62	95	133
ZNF614	216	311	186	134	32	193	52	279	21	167
ZNF615	259	364	184	165	70	232	471	319	138	343
ZNF350-AS1	215	266	64	105	44	272	6	171	14	320
ZNF616	148	213	244	111	52	275	79	215	55	140
ZNF841	694	832	518	478	446	996	1532	905	490	866
